Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2021,August,Ministry of Housing Communities and Local Government,Ministerial Department,Ministry of Housing Communities and Local Government,57,54.3,269,265.3,"1,128","1,104.70","1,093","1,066.60",155,147.8,14,13.6,"2,716","2,652.20",3,3,0,0,38,37,36,36,77,76,"2,793","2,728.20","£8,662,997.49","£235,620.16","£329,790.00","£39,799.85","£2,704,975.78","£1,156,923.56","£13,130,106.84","£502,430.84","£1,526,196.30","£2,028,627.14","£15,158,733.98",
2021,August,Planning Inspectorate,Executive Agency,Ministry of Housing Communities and Local Government,152,139.2,102,94.1,158,150.2,420,375.6,4,4,0,0,836,763.1,5,5,0,0,89,18.5,0,0,94,23.5,930,786.6,"£2,715,909.49","£67,711.58",£0.00,"£4,161.42","£758,682.81","£299,111.05","£3,845,576.35","£135,298.09",£0.00,"£135,298.09","£3,980,874.44",
2021,August,Queen Elizabeth II Conference Centre,Executive Agency,Ministry of Housing Communities and Local Government,3,3,9,9,21,21,4,4,1,1,,,38,38,2,2,,,,,,,2,2,40,40,"£134,857.55",£347.00,£0.00,"£1,370.31","£35,071.08","£14,958.91","£186,604.85","£2,905.00",,"£2,905.00","£189,509.85",
2021,August,Homes England,Executive Non-Departmental Public Body,Ministry of Housing Communities and Local Government,0,0,260,254.1,359,354.8,627,616,82,81.1,0,0,"1,328","1,306.00",58,57.4,5,5,36,35,0,0,99,97.4,"1,427","1,403.30","£5,677,023.30","£333,322.64","£2,960.00","£3,350.53","£1,621,807.00","£683,200.36","£8,321,663.83","£1,094,657.19",£0.00,"£1,094,657.19","£9,416,321.02",
2021,August,Housing Ombudsman Service,Executive Non-Departmental Public Body,Ministry of Housing Communities and Local Government,,,,,,,,,,,102,98.9,102,98.9,14,14,,,,,,,14,14,116,112.9,"£433,653.83",,,,"£110,557.45","£49,092.58","£593,303.86",,,£0.00,"£593,303.86",
2021,August,Leasehold Advisory Service,Executive Non-Departmental Public Body,Ministry of Housing Communities and Local Government,4,3.6,1,1,18,17.1,0,0,1,1,0,0,24,22.7,,,,,,,,,0,0,24,22.7,"£80,667.90",,,,"£9,263.76","£8,680.91","£98,612.57",,,£0.00,"£98,612.57",
2021,August,Valuation Tribunal Service,Executive Non-Departmental Public Body,Ministry of Housing Communities and Local Government,18,17.3,31,30.1,5,5,4,4,1,1,,,59,57.4,1,1,,,,,,,1,1,60,58.4,"£191,066.06",£872.65,,,"£30,382.48","£20,484.94","£242,806.13","£2,578.11",,"£2,578.11","£245,384.24",
2021,August,Regulator of Social Housing,Executive Non-Departmental Public Body,Ministry of Housing Communities and Local Government,11,10.9,63,62.1,52,51.2,56,55.4,8,8,0,0,190,187.6,0,0,0,0,0,0,0,0,0,0,190,187.6,838852.81,"£37,571.30",0,£0.00,"£252,446.00","£101,059.92","£1,229,930.03",£0.00,£0.00,£0.00,"£1,229,930.03",
