Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff AA/AO Headcount,"Payroll staff AA/AO Full-time 
equivalent",Payroll Staff EO Headcount,"Payroll staff EO Full-time
equivalent",Payroll Staff SEO/HEO Headcount,"Payroll Staff SEO/HEO Full-time 
equivalent",Payroll Staff Grade 6/7 Headcount,"Payroll Staff Grade 6/7 Full-time 
equivalent",Payroll Staff SCS Headcount,"Payroll Staff SCS Full-time 
equivalent","Payroll Staff Other, unknown, or unspecified Headcount","Payroll Staff Other, unknown, or unspecified Full-time 
equivalent","Payroll staff Total
Employees Headcount","Payroll staff Total
Employees Full-time 
equivalent",Non payroll staff Agency staff (clerical/admin) Headcount,"Non payroll staff Agency staff (clerical/admin) Full-time 
equivalent",Non Payroll staff Interim Mangers &  Specialist Contractors & Medical: Headcount,Non Payroll staff Interim Mangers &  Specialist Contractors & Medical; Full-time Equivalent,Non Payroll staff other Contingent Labour  Headcount,Non Payroll staff other Contingent Labour  Full-time equivalent,Non-payroll staff; total contingent labour; headcount Excluding Consultancy,Non-payroll staff; total contingent labour; full time equivalent  Excluding Consultancy,Non-payroll staff; consultancy; number of contracts,Grand total (workforce numbers); headcount Excluding Consultancy,Grand total (workforce numbers); full-time equivalent Excluding Consultancy,Payroll staff costs; salary,Payroll staff costs; allowances,Payroll staff costs; non-consolidated performance payments,Payroll staff costs; overtime -,Payroll staff costs; employer pension contributions,Payroll staff costs; employer national insurance contributions,Payroll staff costs; total paybill,"Non-payroll staff costs; contingent labour (clerical and admin) staff, interim managers and specialist contractors",Non-payroll staff costs; consultants ,Non payroll staff costs; total staff costs ,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)"
2026,March,"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",309,299.5,578,567.9,2957,2931.1,3257,3188.8,517,512.7,0,0,"7,618",7500.02,10,10,84,84,75,75,169,169,0,7787,7669.02,"£33,871,125.45","£1,877,791.41","£10,101.29","£229,346.19","£9,068,574.35","£3,941,315.09","£48,998,253.78","£4,729,154.53",£0.00,"£4,729,154.53","£53,727,408.31",
2026,March,Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",11,8.93,28,23.91,34,31.18,13,11.62,4,4,0,0,90,79.64,0,0,0,0,0,0,0,0,0,90,79.64,"£290,787.42","£2,623.09",£0.00,£0.00,"£84,262.47","£38,514.34","£416,187.32",£0.00,£0.00,£0.00,"£416,187.32",
2026,March,British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",5,4,90,83.83,505,477.17,270,262.12,118,117.89,0,0,988,945.01,65,48.78,24,20.78,0,0,89,69.57,0,1077,1014.57,"£4,183,254.14","£330,445.99",£0.00,"£7,464.02","£1,243,308.70","£531,591.44","£6,296,064.29","£2,568,008.75",£0.00,"£2,568,008.75","£8,864,073.04",
2026,March,Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,1,0.8,6,6,3,1.93,1,1,0,0,11,9.73,0,0,1,1,0,0,1,1,0,12,10.73,"£45,966.81",£0.00,£0.00,£0.00,"£3,529.53","£4,680.33","£54,176.67","£4,833.86",£0.00,"£4,833.86","£59,010.53",
2026,March,Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
2026,March,Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,11,10.71,30,28,27,26,2,2,0,0,70,66.71,0,0,0,0,0,0,0,0,0,70,66.71,"£301,642.98",£0.00,£0.00,£0.00,"£83,191.15","£38,211.88","£423,046.01",£0.00,£0.00,£0.00,"£423,046.01",
2026,March,FCDO Services,Executive Agency,"Foreign, Commonwealth & Development Office",121,118.92,284,280.56,557,545.54,221,205.76,7,7,0,0,"1,190",1157.78,28,28,71,71,0,0,99,99,0,1289,1256.78,"£4,444,840.78","£661,551.17","£25,200.00","£385,115.22","£1,263,623.62","£644,924.87","£7,425,255.66","£1,231,401.53",£0.00,"£1,231,401.53","£8,656,657.19",
2026,March,Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
2026,March,Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
