Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,574,561.62,710,691.65,1508,1495.46,1154,1118.47,363,359.3,0,0,4309,4226.5,76,76,,,31,30,5,5,112,111,4421,4337.5,15284378.71,947295.14,48015.4,375349.36,2602643.6,967675.5,20225357.71,289986.29,40609.63,330595.92,20555953.63,The allowance figure does not include any compensatory allowances paid to staff due to their overseas commitments.
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,32,29.01,18,15.94,14,11.75,8,8,1,1,5,5,78,70.7,,,,,,,,,0,0,78,70.7,180578,11725,1716,2241,38732,15581,250573,2755,,2755,253328,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,30,28.11,230,215.91,792,775.19,301,298.87,72,71,,,1425,1389.08,68,66.32,98,95.3,,,,,166,161.62,1591,1550.7,4333954.4,829470.15,17951,27476.96,955378.37,312508.87,6476739.75,605249.99,,605249.99,7081989.74,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,7,7,2,2,1,1,,,10,10,,,,,,,,,0,0,10,10,30340.71,1024.33,,,2226.41,3026.19,36617.64,,,0,36617.64,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,6,6,9,9,5,5,2,2,,,22,22,2,2,,,,,,,2,2,24,24,80333.12,,,,15444.49,7167.32,102944.93,8710.84,,8710.84,111655.77,
FCO Services,Executive Agency,Foreign and Commonwealth Office,160,157.88,179,174.31,454,440.92,130,129.05,6,5.57,0,0,929,907.73,50,49.59,8,8,157,154.9,0,0,215,212.49,1144,1120.22,2387550.1,438061.59,18720,315304.69,511071.23,234648.29,3905355.9,1396936.93,0,1396936.93,5302292.83,
UK Trade and Investment (FCO),Non-Ministerial Department,Foreign and Commonwealth Office,3,3,2,2,82,82,77,77,25,25,0,0,189,189,,,,,,,,,0,0,189,189,727107.06,10549.82,3146.87,28.04,155324.37,26766.82,922922.98,,,0,922922.98,The allowance figure does not include any compensatory allowances paid to staff due to their overseas commitments.
