Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2021,October,Department for Transport ,Ministerial Department,Department for Transport,150,128.63,394,382.08,1488,1462.74,1407,1375.49,217,208.93,0,0,"3,656","3,558",20,20,0,0,19,19,0,0,39,39,"3,695","3,597","14,511,115.70","£170,900.89","£1,085,470.89","£77,494.47","£3,880,486.59","£1,797,605.97","£7,011,958.81","£238,009.01","£5,062,903.75","£5,300,912.76","£12,312,871.57",
2021,October,Driver and Vehicle Licensing Agency,Executive Agency,Department for Transport,3950,3330.64,917,858.46,968,932.52,286,275.15,7,7,0,0,"6,128","5,404",0,0,0,0,14,12.67,0,0,14,12.66666667,"6,142","5,416","£11,850,078.00","£530,866.00","£1,405,392.00","£317,302.00","£3,160,792.00","£1,203,459.00","£18,467,889.00","£289,935.00","£47,190.00","£337,125.00","£18,805,014.00",
2021,October,Driver and Vehicle Standards Agency,Executive Agency,Department for Transport,1135,1063.68,2624,2448.61,979,955.21,126,125.33,9,8.75,0,0,"4,873","4,602",34,34,14,14,11,11,0,0,59,59,"4,932","4,661","£11,067,074.03","£721,819.10","£201,180.00","£386,011.47","£2,951,118.15","£1,255,433.32","£16,582,636.07","£273,066.67","£109,750.56","£382,817.23","£16,965,453.30",
2021,October,Maritime and Coastguard Agency,Executive Agency,Department for Transport,282,262.86,240,232.77,548,534.85,161,155.02,7,6.65,0,0,"1,238","1,192",10,10,0,0,0,0,0,0,10,10,"1,248","1,202","£3,405,147.39","£322,233.42","£90,200.00","£63,465.47","£934,925.53","£409,555.05","£5,225,526.86","£320,584.00",,"£320,584.00","£5,546,110.86",
2021,October,Vehicle Certification Agency,Executive Agency,Department for Transport,44,39.4,49,46.17,95,91.22,16,16,1,1,0,0,205,194,10,10,0,0,0,0,0,0,10,10,215,204,"£598,881.00","£12,651.00","£2,500.00","£9,072.00","£154,256.00","£65,044.00","£842,404.00","£42,407.00",,"£42,407.00","£884,811.00",
2021,October,British Transport Police Authority,Executive Non-Departmental Public Body,Department for Transport,0,0,0,0,4,4,7,5.81,3,3,0,0,14,13,0,0,1,1,0,0,0,0,1,1,15,14,"£65,849.00","£3,346.00",£0.00,£0.00,"£9,525.00","£7,472.00","£86,192.00","£19,118.00","£5,976.00","£25,094.00","£111,286.00",
2021,October,High Speed 2,Executive Non-Departmental Public Body,Department for Transport,94,93.3,89,88.6,483,479.44,775,770.41,283,281.91,0,0,"1,724","1,714",97,97,40,40,211,210.8,0,0,348,347.8,"2,072","2,061","£10,241,047.67",£0.00,£0.00,£0.00,"£1,064,048.48","£1,075,243.63","£12,380,339.78","£717,000.05",£0.00,"£717,000.05","£13,097,339.83",
2021,October,Northern Lighthouse Board,Executive Non-Departmental Public Body,Department for Transport,22,5.96,16,15.4,73,71.2,16,15.8,3,3,74,68.7,204,180,17,11.88,0,0,0,0,0,0,17,11.88,221,192,"£652,058.65","£9,814.88",£0.00,"£31,373.09","£180,684.92","£78,705.54","£952,637.08","£52,021.25",,"£52,021.25","£1,004,658.33",
2021,October,Transport Focus,Executive Non-Departmental Public Body,Department for Transport,0,0,7,6.8,22,22,12,10.95,4,4,0,0,45,44,0,0,0,0,4,1.2,0,0,4,1.2,49,45,"£181,602.00","£2,407.00","£2,250.00",,"£48,592.00","£21,127.00","£255,978.00","£13,749.00",,"£13,749.00","£269,727.00",
2021,October,Trinity House,Executive Non-Departmental Public Body,Department for Transport,0,0,0,0,0,0,0,0,0,0,290,277,290,277,0,0,0,0,0,0,12,12,12,12,302,289,"£902,939.23","£3,893.68",£0.00,"£33,848.11","£240,133.26","£103,449.54","£1,284,263.82","£40,518.25",,"£40,518.25","£1,324,782.07",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
