Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,394,382,600,588.7,1782,1765,1353,1330.6,415,412.3,,,4544,4478.6,42,42,28,27.4,,,6,5.8,76,75.2,4620,4553.8,13542136.16,856899.15,8076.75,150242.57,2864156.02,1283475.88,18704986.53,445818.45,146640.28,592458.73,19297445.26,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,32,28.73,23,21.42,17,15.25,12,11.8,1,1,3,3,88,81.2,,,,,,,,,0,0,88,81.2,190745,8943,,1576,40878,19087,261229,,,0,261229,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,19,19,183,181.9,776,774.91,312,311.89,93,93,,,1383,1380.7,381,298.73,74,72.71,,,,,455,371.44,1838,1752.14,4501122.02,1113667.08,,22081.68,984266.52,408531.44,7029668.74,626108.05,,626108.05,7655776.79,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,6.5,6,2,2,1,1,,,9.5,9,,,,,,,,,0,0,9.5,9,31506.52,,,,2494.52,350.59,34351.63,,,0,34351.63,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,12,12,14,14,13,13,3,3,,,42,42,,,,,,,,,0,0,42,42,156901.59,,,,27416.09,16298.67,200616.35,,,0,200616.35,
FCO Services,Executive Agency,Foreign and Commonwealth Office,113,110.97,184,180.45,400,392.82,182,163.93,4,4,39,39,922,891.17,39,39,8,8,157,152.7,4,4,208,203.7,1130,1094.87,2429289.14,593879.15,9104,216498.25,514412.84,275398.45,4038581.83,1588562.58,0,1588562.58,5627144.41,
