Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",487,473.9,801,780.01,2829,2792.51,3028,2965.48,550,543.16,45,44.59,"7,740","7,600",59,59,0,0,34,33.29,8,7.44,101,99.73,"7,841","7,699","£28,888,516.31","£1,155,173.29","£4,472.15","£153,519.60","£7,945,360.09","£2,784,719.70","£40,931,761.14","£2,127,574.55","£272,202.68","£2,399,777.23","£43,331,538.37",
Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",27,24.28,31,28.06,20,18.19,12,11.51,1,1,0,0,91,83,0,0,0,0,0,0,0,0,0,0,91,83,"£225,393.96","£7,297.74",£0.00,£11.85,"£63,285.63","£22,853.27","£318,842.45",£0.00,£0.00,£0.00,"£318,842.45",
British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",10,10,169,163.04,732,708.22,324,316.97,100,99,0,0,"1,335","1,297",33,16.95,21,9.49,0,0,0,0,54,26.44,"1,389","1,324","£4,525,516.72","£766,047.57",£534.00,"£6,522.23","£1,286,059.42","£431,707.14","£7,016,387.08","£1,739,929.62",£0.00,"£1,739,929.62","£8,756,316.70",
Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,1,1,5,5,3,2.13,1,1,0,0,10,9,0,0,1,1,0,0,0,0,1,1,11,10,"£29,714.84",£0.00,£0.00,£0.00,"£1,781.55","£3,065.36","£34,561.75",£0.00,£0.00,£0.00,"£34,561.75",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,9,8.6,22,21.2,19,19,3,3,0,0,53,52,2,2,0,0,0,0,0,0,2,2,55,54,"£223,351.12",£0.00,£0.00,£0.00,"£50,209.67","£22,746.47","£296,307.26","£5,863.95",£0.00,"£5,863.95","£302,171.21",
FCO Services,Executive Agency,"Foreign, Commonwealth & Development Office",133,131.19,218,213.31,435,429.11,218,201.78,6,6,53,53,"1,063","1,034",14,13.4,3,3,111,104.55,0,0,128,120.95,"1,191","1,155","£3,060,473.76","£572,239.06","£15,250.00","£133,567.21","£833,920.46","£337,605.07","£4,953,055.56","£1,542,387.41",£0.00,"£1,542,387.41","£6,495,442.97",
Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
