"Please read the additional data fields descriptions before entering information into this template. Completed templates must be returned to your organisation's main, parent or sponsoring department. They will provide one return to Cabinet Office capturing information for all their relevant organisations.
(NB: This data sheet is password protected. Contact Cabinet Office if you require the password.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Environment Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",255,232.2,445,416.5,1154,1101.4,367,352.1,22,21.5,221,217,"2,464","2,341",6,6,,,1,1,,,7,7,"2,471","2,348","£6,559,902.45","£238,780.80","£16,650.00","£28,890.66","£1,703,148.72","£527,454.26","£9,074,826.89","£92,278.42",£720.00,"£92,998.42","£9,167,825.31",,
National Measurement Office,Executive Agency,"Department for Business, Innovation and Skills",5,4.89,22,21.26,40,39.18,13,11.9,0,0,0,0,80,77,3,3,,,,,,,3,3,83,80,"£239,390.09",£195.00,"£1,000.00",,"£48,632.51","£19,236.46","£308,454.06","£1,705.03","£6,350.00","£8,055.03","£316,509.09",,
Office for Fair Access,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",0,0,2,1.6,13,11.68,5,4.5,2,1.6,0,0,22,19,1,1,,,,,,,1,1,23,20,"£67,710.15",£0.00,£0.00,£0.00,"£12,244.35","£5,487.35","£85,441.85","£2,476.34",,"£2,476.34","£87,918.19",All existing specialist contractor contracts were terminated on May 1st 2015,
Skills Funding Agency,Executive Agency,"Department for Business, Innovation and Skills",86,81.65,0,0,671,653.22,99,98.81,26,26,0,0,882,860,21,21,,,39,39,,,60,60,942,920,"£2,845,765.18","£81,053.98",£0.00,"£1,029.08","£616,462.60","£254,840.72","£3,799,151.56","£523,583.00",,"£523,583.00","£4,322,734.56",,
Student Loans Company Ltd,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",1856,1732.341387,723,688.4135733,110,106.98,20,19.4,5,5,7,0.96,"2,721","2,553",216,216,,,13,13,,,229,229,"2,950","2,782","£4,622,007.45","£153,109.87","£8,471.25","£126,294.17","£549,683.43","£343,036.65","£5,802,602.82","£317,924.79",£0.00,"£317,924.79","£6,120,527.61",,
Science and Technology Facilities Council,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",132,126.89,261,248.51,1055,1031.97,343,332.55,32,30.28,37,37,"1,860","1,807",,,,,,,,,0,0,"1,860","1,807","£5,379,191.43","£206,839.33",£597.00,"£103,760.15","£1,381,218.49","£484,084.93","£7,555,691.33",,,£0.00,"£7,555,691.33",,
Technology Strategy Board (Innovate UK),Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",,,53,53,47,47,181,181,7,7,1,1,289,289,24,24,,,,,,,24,24,313,313,"£1,227,708.15","£264,334.84",,,"£287,412.61","£104,753.99","£1,884,209.59","£66,204.43",,"£66,204.43","£1,950,414.02",,
United Kingdom Atomic Energy Authority,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",51,48.72,95,92.24,376,371.78,132,129.2,11,10.6,19,19,684,672,4,4,0,0,428,428,,,432,432,"1,116","1,104","£2,378,476.00",£0.00,"£139,757.00","£29,657.00","£348,615.00","£248,347.00","£3,144,852.00","£1,593,376.00",,"£1,593,376.00","£4,738,228.00",,
UK Commission for Employment and Skills,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",22,21.3,13,12.8,59,57.3,14,13.7,5,5,0,0,113,110,1,1,0,0,2,2,0,0,3,3,116,113,"£404,056.57",£0.00,£0.00,£0.00,"£70,793.03","£36,911.34","£511,760.94","£18,761.59",£0.00,"£18,761.59","£530,522.53",,
UK Intellectual Property Office,Executive Agency,"Department for Business, Innovation and Skills",231,206.92,303,287.75,311,303.67,245,230.66,26,25.55,,,"1,116","1,055",10,10,,,28,28,,,38,38,"1,154","1,093","£2,798,536.00","£122,089.00","£3,495.00","£74,762.00","£608,832.00","£249,280.00","£3,856,994.00","£242,885.00",,"£242,885.00","£4,099,879.00",,
UK Space Agency,Executive Agency,"Department for Business, Innovation and Skills",3,3,4,4,26,26,29,27.88,5,4.7,0,0,67,66,1,1,0,0,1,0.4,0,0,2,1.4,69,67,"£224,684.94","£4,606.87",£450.00,£0.00,"£51,559.62","£19,824.62","£301,126.05","£3,018.44",£0.00,"£3,018.44","£304,144.49",,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
