Year,Month,Organisation Name,Organisation Type,"Main , parent or sponsoring department",Payroll Staff; AO/AA; Headcount,Payroll Staff; AO/AA; Full-Time Equivalent,Payroll Staff; EO; Headcount,Payroll Staff; EO; Full-Time Equivalent,Payroll Staff; SEO/HEO; Headcount,Payroll Staff; SEO/HEO; Full-Time Equivalent,Payroll Staff; Grade 6/7; Headcount,Payroll Staff; Grade 6/7; Full-Time Equivalent,Payroll Staff; SCS; Headcount,Payroll Staff; SCS; Full-Time Equivalent,"Payroll Staff; Other, unknown, unspecified; Headcount","Payroll Staff; Other, unknown, unspecified; Full-Time Equivalent","Payroll Staff, Total; Headcount","Payroll Staff, Total; Full-Time Equivalent","Non-payroll staff, Admin and Clerical; Headcount","Non-payroll staff, Admin and Clerical; Full-Time Equivalent","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Headcount","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Full-Time Equivalent","Non-payroll staff, Other Contingent Labour; Headcount","Non-payroll staff, Other Contingent Labour; Full-Time Equivalent","Non-payroll staff, Total Contingent labour, Headcount","Non-payroll staff, Total Contingent labour, Full-Time Equivalent","Non-payroll staff, Consultancy; Number of Contracts",Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-Time Equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-Consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer Pension Contributions,Payroll staff costs; Employer National Insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,
2025,Feb-25,"Department for Science, Inovation &Technology (DSIT)",Ministerial Department,"Department for Science, Innovation &Technology (DSIT)",9,8.42,93,91.66,930,913.56,1120,1098.73,137,130.73,2,2,2291,2245.1,1,1,59,51.62,0,0,60,52.62,15,2351,2297.72,10098663.77,605609.14,274664,19927.82,2950597.83,1273237.53,15222700.09,-3740160.12,-236266.66,-3976426.78,11246273.31,
2025,Feb-25,UK Intellectual Property Office,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",129,117.13,489,461.93,656,627.67,468,438.13,18,18,0,0,1760,1662.86,79,79,28,28,0,0,107,107,6,1867,1769.86,6271348,261900,57759,103459,1892725,739812,9327003,706585,0,706585,10033588,London Weighting was accidently excluded from our Feb 25 WMI allowances figures. The figure is around £15K and will be included in Mar 25 template
2025,Feb-25,Met Office,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",85,84.1067,300,293.458149,1364,1289.869115,723,679.63055,10,10,0,0,2482,2357.064514,0,0,0,0,0,0,0,0,0,2482,2357.064514,8372589,491101,613390,0,2453347,1104843,13035270,1373981,19912,1393893,14429163,
2025,Feb-25,UK Space Agency,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",1,1,9,9,153,150.04,151,148.3,11,10.6,0,0,325,318.94,2,2,19,18.5,0,0,21,20.5,2,346,339.44,1370781.24,51761.6,53650,0,404090.18,169852.86,2050135.88,0,280396.35,280396.35,2330532.23,
2025,Feb-25,UKRI,Executive Non-Departmental Public Body,"Department for Science, Innovation &Technology (DSIT)",556,521.88,1104,1059.77,4663,4516.04,1076,1043.32,238,231.46,315,307.33,7952,7679.8,2,1,660,142.27,2,0,664,143.27,0,8616,7823.07,32765054.24,924581.02,472805.47,170652.41,25241712.68,3831839.754,63406645.57,2330310.72,218104.97,2548415.69,65955061.26,
2025,Feb-25,Building Digital UK - (BDUK),Executive Agency,"Department for Science, Innovation &Technology (DSIT)",1,1,12,11.3,116,115,140,134.46,11,11,0,0,280,272.76,0,0,0,0,4,4,4,4,41,284,276.76,1107256.5,44922.65,3000,0,651549,265391,2072119.15,20895.55,19400880,19421775.55,21493894.7,
2025,Feb-25,Information Commissioner's Office (ICO),Executive Non-Departmental Public Body,"Department for Science, Innovation &Technology (DSIT)",23,19.3,181,167.516,541,514.7904,285,276.428,33,32.6649,11,1.2,1074,1011.8993,7,7,4,4,5,4.5,16,15.5,0,1090,1027.3993,4176290.64,16795.9,0,3949.25,1188812.76,472643.01,5858491.56,114199,0,114199,5972690.56,
