Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:",Payroll staff; AO/AA; Headcount,Payroll staff; AO/AA; Full-time equivalent,Payroll staff; EO; Headcount,Payroll staff; EO; Full-time equivalent,Payroll staff; SEO/HEO; Headcount,Payroll staff; SEO/HEO; Full-time equivalent,Payroll staff; Grade 6/7; Headcount,Payroll staff; Grade 6/7; Full-time equivalent,Payroll staff; SCS; Headcount,Payroll staff; SCS; Full-time equivalent,"Payroll staff; Other, unknown, unspecified; Headcount","Payroll staff; Other, unknown, unspecified; Full-time equivalent",Payroll staff; Total employees; Headcount,Payroll staff; Total employees; Full-time equivalent,Non-payroll staff; Agency staff (Admin and Clerical); Headcount,Non-payroll staff; Agency staff (Admin and Clerical); Full-time equivalent,Non-payroll staff; Interim Managers & Specialist Contractors & Medical; Headcount,Non-payroll staff; Interim Managers & Specialist Contractors & Medical; Full-time equivalent,Non-payroll staff; Other Contingent labour; Headcount,Non-payroll staff; Other Contingent labour; Full-time equivalent,Non-payroll staff; Total Contingent labour; Headcount,Non-payroll staff; Total Contingent labour; Full-time equivalent,Non-payroll staff; Consultancy; Number of Contracts,Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-time equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer pension contributions,Payroll staff costs; Employer national insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
2022,October,"Department for Levelling Up, Housing and Communities",Ministerial Department,"Department for Levelling Up, Housing and Communities",53,50,310,302,1437,1405,1463,1426,181,174,4,4,"3,448","3,361.00",0,0,68,66,0,0,68,66,47,"3,563","3,474.00","£14,481,635.25","£410,813.49","£485,486.00","£93,214.54","£3,897,302.61","£1,838,032.11","£21,206,484.00","£577,141.07","£398,629.34","£975,770.41","£22,182,254.41"
2022,October,Planning Inspectorate,Executive Agency,"Department for Levelling Up, Housing and Communities",138,124.8,93,86.1,149,139.7,462,412.1,6,5.8,0,0,848,768.7,29,29,73,24.1,0,0,102,53.1,0,950,821.8,"£2,616,744.40","£48,341.46",£0.00,"£11,950.61","£759,510.90","£322,618.21","£3,759,165.58","£374,924.04",£0.00,"£374,924.04","£4,134,089.62"
2022,October,Queen Elizabeth II Conference Centre,Executive Agency,"Department for Levelling Up, Housing and Communities",3,3,11,10.78,24,23.62,3,3,1,1,0,0,42,41.4,5,5,0,0,0,0,5,5,1,48,47.4,"£161,939.74",£842.00,"£10,580.00","£14,029.67","£40,947.78","£22,449.56","£250,788.75","£19,840.29",£513.00,"£20,353.29","£271,142.04"
2022,October,Homes England,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",0,0,258,253.55,782,766.07,195,194,34,33.6,0,0,"1,269","1,247.20",87,87,2,2,64,62.952,153,152,0,"1,422","1,399.20","£5,436,107.47","£333,264.08",£0.00,"£1,291.27","£1,527,239.21","£712,207.16","£8,010,109.19","£1,840,479.77",£0.00,"£1,840,479.77","£9,850,588.96"
2022,October,Housing Ombudsman Service,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",0,0,0,0,0,0,0,0,0,0,149,147,149,147,4,4,0,0,0,0,4,4,0,153,151,"£565,094.41",£0.00,£0.00,"£16,491.52","£152,903.59","£72,234.43","£806,723.95","£46,120.99",£0.00,"£46,120.99","£852,844.94"
2022,October,Leasehold Advisory Service,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",4,2.6,1,1,18,16.1,0,0,1,1,0,0,24,20.7,0,0,0,0,0,0,0,0,0,24,20.7,"£75,582.97",0,0,0,"£8,967.46","£8,862.20","£93,412.63",0,0,£0.00,"£93,412.63"
2022,October,Valuation Tribunal Service,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",11,10.8,6,6,30,29.52,4,4,3,3,0,0,54,53.3,1,1,0,0,0,0,1,1,0,55,54.3,"£176,586.15",£779.61,0,0,"£27,996.26","£20,418.88","£225,780.90",1678.6,0,"£1,678.60","£227,459.50"
2022,October,Regulator of Social Housing,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",13,12.91,63,61.41,61,60.4,60,59.2,8,8,0,0,205,201.9,0,0,0,0,0,0,0,0,0,205,201.9,"£929,945.58","£27,304.62",£0.00,£0.00,"£269,023.07","£119,385.46","£1,345,658.73",£0.00,£0.00,£0.00,"£1,345,658.73"
