Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2022,January,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",175,159.97,652,630.02,3194,3089.15,2110,2034.62,192,185.7,40,40,"6,363","6,139",49,49,442,442,319,319,22,21.5,832,831.5,"7,195","6,971","£26,179,674.00","£54,441.00","£122,996.00","£81,808.00","£5,813,628.00","£2,424,525.00","£34,677,072.00","£9,466,505.00","£1,517,843.00","£10,984,348.00","£45,661,420.00",
2022,January,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",877,821.38,798,760.25,909,867.88,218,211.81,4,4,0,0,"2,806","2,665",107,107,24,24,0,0,0,0,131,131,"2,937","2,796","£6,660,963.52","£138,335.71","£37,051.88","£663,502.60","£1,867,439.89","£753,975.22","£10,121,268.82","£376,857.32",£0.00,"£376,857.32","£10,498,126.14",
2022,January,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",52,47.56,145,133.57,333,316.85,113,107.16,4,4,0,0,647,609,0,0,0,0,0,0,0,0,0,0,647,609,"£1,718,979.00","£8,762.00",£0.00,"£22,791.00","£468,891.00","£191,755.00","£2,411,178.00",£0.00,£0.00,£0.00,"£2,411,178.00",
2022,January,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1252,1139.48,614,561.97,101,97.58,482,448.95,7,6.46,0,0,"2,456","2,254",73,69.35,0,0,6,6,0,0,79,75.35,"2,535","2,330","£4,944,762.31","£3,824.33","£4,475.00","£78,509.50","£1,310,027.37","£445,719.80","£6,787,318.31","£221,893.12",£0.00,"£221,893.12","£7,009,211.43",
2022,January,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",28,26.56,25,24.58,59,56.97,59,58.36,1,1,0,0,172,167,12,11.4,0,0,0,0,0,0,12,11.4,184,179,"£565,418.00","£18,983.00",£0.00,£915.17,"£154,645.31","£65,017.00","£804,978.48","£68,822.00",£0.00,"£68,822.00","£873,800.48",
2022,January,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,0,0,0,0,0,0,0,0,412,395.23,412,395,2,2,0,0,1,1,0,0,3,3,415,398,"£1,300,160.56","£68,323.01",£0.00,£180.22,"£124,031.64","£156,424.02","£1,649,119.45","£14,429.43",£0.00,"£14,429.43","£1,663,548.88",AHDB is funded through a levy paid by farmers and others in the agricultural supply chain. No funding towards staffing or other running costs is received from the government. 
2022,January,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",8,7.43,28,26.68,25,23.99,11,10.81,5,4.81,0,0,77,74,3,3,0,0,0,0,0,0,3,3,80,77,"£220,977.21","£2,484.52",£0.00,£740.10,"£57,573.42","£23,302.19","£305,077.44","£17,950.47",£0.00,"£17,950.47","£323,027.91",
2022,January,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",1471,1377.37,2615,2468.46,3403,3210.35,2400,2283.41,98,97.29,799,784.91,"10,786","10,222",279,269.79,44,41.81,6,4.95,310,268.11,639,584.66,"11,425","10,806","£29,832,168.12","£311,651.22","£3,045.00","£1,185,603.52","£4,499,966.30","£3,231,478.12","£39,063,912.28","£380,150.66","-£192,089.45","£188,061.21","£39,251,973.49",Corrections to December pay figures have resulted in large negative figure being shown. 
2022,January,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",9,9,35,34.6,187,178.78,30,28.62,2,2,7,0.99,270,254,0,0,0,0,0,0,1,1,1,1,271,255,"£678,162.35","£18,751.59",£0.00,"£2,446.98","£187,713.44","£69,643.60","£956,717.96",£0.00,"£3,123.75","£3,123.75","£959,841.71",
2022,January,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",30,24.6,137,134.1,170,166.3,66,65.7,8,7.2,0,0,411,398,16,15.5,15,14.6,19,18.5,0,0,50,48.6,461,447,"£1,312,258.00",£0.00,£0.00,"£23,709.00","£152,512.00","£64,539.00","£1,553,018.00","£249,579.00",£0.00,"£249,579.00","£1,802,597.00",
2022,January,National Forest Company,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,4,3.31,24,23.4,4,4,1,1,0,0,33,32,0,0,0,0,0,0,0,0,0,0,33,32,"£92,865.00",£0.00,£0.00,£319.00,"£25,365.00","£9,399.00","£127,948.00",£0.00,£0.00,£0.00,"£127,948.00",
2022,January,Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",136,123.54,378,357.52,1716,1600.65,232,221.34,21,20.4,11,10.65,"2,494","2,334",63,63,0,0,0,0,0,0,63,63,"2,557","2,397","£6,125,719.41","£58,001.90","£25,600.00","£14,601.19","£1,661,714.72","£601,081.93","£8,486,719.15","£170,000.00",£0.00,"£170,000.00","£8,656,719.15",
2022,January,"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",294,210.43,206,156.71,276,263.64,84,82.04,10,10,61,60.28,931,783,0,0,2,2,15,15,1,1,18,18,949,801,"£2,163,715.51","£16,448.98",£0.00,"£51,588.82","£472,732.11","£230,870.66","£2,935,356.08","£255,195.78","£32,808.00","£288,003.78","£3,223,359.86",
2022,January,Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",30,29.06,32,31.7,16,16,5,5,1,1,0,0,84,83,1,1,0,0,0,0,0,0,1,1,85,84,"£283,519.58","£5,027.80",£0.00,£0.00,"£36,500.98","£30,430.95","£355,479.31","£10,450.00",£0.00,"£10,450.00","£365,929.31",
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
