Year,Month,Organisation Name,Organisation Type,"Main , parent or sponsoring department",Payroll Staff; AO/AA; Headcount,Payroll Staff; AO/AA; Full-Time Equivalent,Payroll Staff; EO; Headcount,Payroll Staff; EO; Full-Time Equivalent,Payroll Staff; SEO/HEO; Headcount,Payroll Staff; SEO/HEO; Full-Time Equivalent,Payroll Staff; Grade 6/7; Headcount,Payroll Staff; Grade 6/7; Full-Time Equivalent,Payroll Staff; SCS; Headcount,Payroll Staff; SCS; Full-Time Equivalent,"Payroll Staff; Other, unknown, unspecified; Headcount","Payroll Staff; Other, unknown, unspecified; Full-Time Equivalent","Payroll Staff, Total; Headcount","Payroll Staff, Total; Full-Time Equivalent","Non-payroll staff, Admin and Clerical; Headcount","Non-payroll staff, Admin and Clerical; Full-Time Equivalent","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Headcount","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Full-Time Equivalent","Non-payroll staff, Other Contingent Labour; Headcount","Non-payroll staff, Other Contingent Labour; Full-Time Equivalent","Non-payroll staff, Total Contingent labour, Headcount","Non-payroll staff, Total Contingent labour, Full-Time Equivalent","Non-payroll staff, Consultancy; Number of Contracts",Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-Time Equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-Consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer Pension Contributions,Payroll staff costs; Employer National Insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
2024,01/10/2024,Department for Energy Security & Net Zero (DESNZ),Ministerial Department,Department for Energy Security & Net Zero (DESNZ),34,33.28,220,212.07,1990,1959,2151,2104.42,227,218.72,1,1,4623,4528.49,0,0,63,55.6,0,0,63,55.6,16,4686,4584.09,20060605.51,820057.63,655700,68277.61,5823122.79,2482662.77,29910426.31,207605.93,4263387.47,4470993.4,34381419.71,
2024,01/10/2024,Civil Nuclear Police Authority (CNPA),Executive non-departmental public body,Department for Energy Security & Net Zero (DESNZ),1431,1390.046508,192,185.45945,33,32.41,0,0,0,0,0,0,1656,1607.915958,0,0,3,0,0,0,3,0,0,1659,1607.915958,6016829,137285,0,823516,1221028,814061,9012719,0,0,0,9012719,
2024,01/10/2024,Coal Authority,Executive non-departmental public body,Department for Energy Security & Net Zero (DESNZ),11,10.6,25,23.9,264,251.6,120,117,3,3,0,0,423,406.1,9,8.1,0,0,0,0,9,8.1,0,432,414.2,1481842.08,19072.19,3133.31,0,426469.64,164544.45,2095061.67,107404.97,0,107404.97,2202466.64,
2024,01/10/2024,Committee on Climate Change (CCC),Executive non-departmental public body,Department for Energy Security & Net Zero (DESNZ),0,0,1,1,17,16.9,33,31.81,3,3,0,0,54,52.71,0,0,5,4.72,0,0,5,4.72,0,59,57.43,222472,0,0,0,71578,29518,323568,0,73102,73102,396670,
2024,01/10/2024,Nuclear Decommissioning Authority (NDA),Executive non-departmental public body,Department for Energy Security & Net Zero (DESNZ),0,0,0,0,0,0,0,0,0,0,383,374.13,383,374.13,0,0,0,0,64,64,64,64,0,447,438.13,2350952.78,102980.48,3637.42,262.88,652702.53,299437.2,3409973.29,758943.51,0,758943.51,4168916.8,
2024,01/10/2024,UKAEA,Executive non-departmental public body,Department for Energy Security & Net Zero (DESNZ),56,52.47,289,284.8,1055,1035.85,520,502.56,31,30.41,133,133.01,2084,2039.1,0,0,0,0,529,529,529,529,0,2613,2568.1,9381473.08,6386.97,517180.86,95313.89,1817678.08,1166549.04,12984581.92,3106730.08,0,3106730.08,16091312,
2024,01/10/2024,North Sea Transitory Authority (NSTA),Executive non-departmental public body,Department for Energy Security & Net Zero (DESNZ),2,2,9,9,114,109.85,102,99.3,8,8,0,0,235,228.15,0,0,0,0,0,0,0,0,0,235,228.15,1560849.81,6036.38,9750,0,446210.24,193928.75,2216775.18,0,0,0,2216775.18,
