Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,587,574,715,697,1487,1475,1160,1123,352,350,,,"4,301","4,219",77,77, , ,32,31,6,6,115,114,"4,416","4,333","£11,965,756.93","£927,906.38","£30,924.94","£243,555.77","£2,729,136.35","£956,748.23","£16,854,028.60","£288,597.08","£38,598.83","£327,195.91","£17,181,224.51",The allowance figure does not include any compensatory allowances paid to staff due to their overseas commitments.
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,33,30.47,18,16.76,14,11.75,8,8,1,1,4,4,78,72,,,,,,,,,0,0,78,72,"£154,987.00","£10,849.00",£0.00,"£2,333.00","£32,583.00","£12,202.00","£212,954.00","£2,099.00",,"£2,099.00","£215,053.00",
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,24,22.11,223,208.77,775,759.09,292,290.54,74,73.2,,,"1,388","1,354",54,53.6,82,80.61,,,,,136,134.21,"1,524","1,488","£4,295,640.76","£945,817.09","£2,129,894.98","£28,633.32","£933,706.76","£520,026.82","£8,853,719.73",,,£0.00,"£8,853,719.73",
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,5.78,5.78,2,2,1,1,,,9,9,,,,,,,,,0,0,9,9,"£27,596.53","£1,024.33",,,"£2,226.41","£2,708.88","£33,556.15",,,£0.00,"£33,556.15",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,5,5,7,7,4,4,2,2,,,18,18,1,1,,,,,,,1,1,19,19,"£64,549.27",,,,"£11,725.86","£6,184.99","£82,460.12","£1,648.21",,"£1,648.21","£84,108.33",
FCO Services,Executive Agency,Foreign and Commonwealth Office,163,160.75,176,171.2,445,432.43,129,128.05,6,5.57,0,0,919,898,49,48.59,8,8,171,169.8,0,0,228,226.39,"1,147","1,124","£2,356,568.40","£575,652.03","£257,469.00","£175,772.72","£507,298.86","£245,020.26","£4,117,781.27","£1,788,952.26",,"£1,788,952.26","£5,906,733.53",
UK Trade and Investment (FCO),Non-Ministerial Department,Foreign and Commonwealth Office,3,3,4,4,82,82,78,78,25,25,,,192,192,,,,,,,,,0,0,192,192,"£736,328.55","£12,568.05",£0.00,£606.24,"£160,947.56","£29,797.32","£940,247.72",,,£0.00,"£940,247.72",The allowance figure does not include any compensatory allowances paid to staff due to their overseas commitments.
