Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,660,642,728,716,1586,1573,1213,1189,412,409,0,0,"4,599","4,529",43,43,,,38,37,4,4,85,84,"4,684","4,613","£14,580,292.66","£959,256.26","£33,676.75","£235,578.66","£2,658,165.97","£1,146,911.13","£19,613,881.43","£452,224.91","£92,544.00","£544,768.91","£20,158,650.34",The allowance figure does not include any compensatory allowances paid to staff due to their overseas commitments
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,35,33.06,16,14.41,13,11.95,9,9,1,1,4,4,78,73,,,,,,,,,0,0,78,73,"£159,557.00","£10,404.00",£0.00,"£6,613.00","£28,224.00","£13,285.00","£218,083.00","£1,918.00",,"£1,918.00","£220,001.00",
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,14,13.67,189,181.51,773,754.8,285,282.43,56,55.2,,,"1,317","1,288",102,100.43,77,75.19,,,,,179,175.62,"1,496","1,463","£3,999,027.18","£874,461.38","£17,266.67","£13,234.39","£818,647.33","£316,577.90","£6,039,214.85",,,£0.00,"£6,039,214.85",
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,2.25,2.25,2,2,1,1,,,5,5,,,,,,,,,0,0,5,5,"£20,428.23",£647.67,,,"£2,652.51","£2,029.97","£25,758.38",,,£0.00,"£25,758.38",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,6,6,9,9,2,2,1,1,,,18,18,,,,,,,,,0,0,18,18,"£61,588.62",,,,"£10,893.37","£5,736.79","£78,218.78",,,£0.00,"£78,218.78",
FCO Services,Executive Agency,Foreign and Commonwealth Office,161,158.64,199,194.68,469,452.89,138,136.79,9,9,0,0,976,952,59,59,231,230.3,13,12.6,0,0,303,301.9,"1,279","1,254","£2,557,028.36","£479,723.87","£632,565.00","£248,662.44","£502,644.09","£318,246.35","£4,738,870.11","£2,431,087.96",£0.00,"£2,431,087.96","£7,169,958.07",
