Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,94,87.19,463,443.14,913,880.49,648,619.13,100,95.4,,,2218,2125.35,32,18.75,,,89,89,,,121,107.75,2339,2233.1,9225081.32,0,157252,42437.02,1951958.29,798055.51,12174784.14,-990129.24,1755892.85,765763.61,12940547.75,"Please note we are unable to split the contingent labour by interims or specialist contractors. Consultants/Consultancy cannot be measured in HC or FTE.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded and from May 2014 Brook Street information will be recorded."
Education Funding Agency ,Executive Agency,Department for Education,20,18.65,140,136.76,308,297.12,372,363.83,34,32.92,,,874,849.28,14,13.6,,,193,182.7,,,207,196.3,1081,1045.58,-995878.73,0,0,0,695563.74,288924.93,-11390.06,1073613.41,420273.87,1493887.28,1482497.22,
National College for Teaching and Leadership,Executive Agency,Department for Education,22,21.26,75,71.44,119,110.23,61,57.88,9,8.88,,,286,269.69,6,4.49,,,,,,,6,4.49,292,274.18,821911.63,0,0,1044.77,175874.71,66798.57,1065629.68,23471.47,623857.77,647329.24,1712958.92,
Standards and Testing Agency,Executive Agency,Department for Education,0,0,22,22,61,59.4,29,28.2,3,3,,,115,112.6,,,,,7,1.5,,,7,1.5,122,114.1,371033.11,0,0,2751.76,79831.12,31354.35,484970.34,1888.69,-2905935.99,-2904047.3,-2419076.96,
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,0,0,7,6,9,9,1,1,,,17,16,,,,,3,3,1,1,4,4,21,20,90645.69942,1413.140576,,,15363.5,10306.94,117729.28,4050,,4050,121779.28,
Equality & Human Rights Commission,Executive Non-Departmental Public Body,Department for Education,6,5.37,18,17.2,118,112.22,52,48.9,14,13.83,,,208,197.52,,,6,6,1,0.4,,,7,6.4,215,203.92,652584.52,13473.96,,,55994.73,143318.67,865371.88,67522.04,,67522.04,932893.92,
