Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,456,443,659,644,1682,1666,1249,1232.1,421,417.4,,,4467,4402.5,34,34,,,30,29.42,4,4,68,67.42,4535,4469.92,12575601.98,858973.88,15223.07,152711.62,2755378.02,1178228.45,17536117.02,344424.1,91087.84,435511.94,17971628.96,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,30,25.35,21,19.51,17,15.25,9,9,0,0,4,4,81,73.11,,,,,,,,,0,0,81,73.11,164141,11054,0,1504,34247,16450,227396,1364,,1364,228760,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,29,28.26666667,217,206.1444444,870,817.5611111,348,341.0655556,89,87.70111111,,,1553,1480.738889,170,166.08,104,83.33,,,,,274,249.41,1827,1730.148889,4838065.83,1050655.44,1150,26575.96,1058425.82,436205.78,7411078.83,406420.48,,406420.48,7817499.31,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,8,7.5,3,3,1,1,,,12,11.5,,,,,,,,,0,0,12,11.5,35856.32,649.98,,,2826.49,3812.02,43144.81,,,0,43144.81,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,13,13,14,14,8,8,2,2,,,37,37,0.49,0.49,,,,,,,0.49,0.49,37.49,37.49,122969.47,,,,18765.32,12637.53,154372.32,3066.83,,3066.83,157439.15,
FCO Services,Executive Agency,Foreign and Commonwealth Office,118,116.34,174,169.98,394,384.52,164,144.81,6,6,0,0,856,821.65,45,45,15,14.58,147,142.1,3,3,210,204.68,1066,1026.33,2289857.65,494797.38,4580,252208.77,482191.41,271073.53,3794708.74,1667567.43,0,1667567.43,5462276.17,
