Year,Month,Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff; AO/AA; Headcount,Payroll staff; AO/AA; Full-time equivalent,Payroll staff; EO; Headcount,Payroll staff; EO; Full-time equivalent,Payroll staff; SEO/HEO; Headcount,Payroll staff; SEO/HEO; Full-time equivalent,Payroll staff; Grade 6/7; Headcount,Payroll staff; Grade 6/7; Full-time equivalent,Payroll staff; SCS; Headcount,Payroll staff; SCS; Full-time equivalent,"Payroll staff; Other, unknown, unspecified; Headcount","Payroll staff; Other, unknown, unspecified; Full-time equivalent",Payroll staff; Total; Headcount,Payroll staff; Total; Full-time equivalent,Non-payroll staff; Admin and Clerical; Headcount,Non-payroll staff; Admin and Clerical; Full-time equivalent,Non-payroll staff; Interim Managers & Specialist Contractors & Medical; Headcount,Non-payroll staff; Interim Managers & Specialist Contractors & Medical; Full-time equivalent,Non-payroll staff; Other Contingent labour; Headcount,Non-payroll staff; Other Contingent labour; Full-time equivalent,Non-payroll staff; Total Contingent labour: Headcount,Non-payroll staff; Total Contingent labour: Full-time equivalent,Non-payroll staff; Consultancy; Number of Contracts,Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-time equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer pension contributions,Payroll staff costs; Employer national insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
2024,January,Ministry of Defence,Ministerial Department,Ministry of Defence,"9,109","8,640","6,170","6,006","13,145","12,837","3,814","3,747",402,394,"7,923","7,583","40,563","39,207",28,28,264,262,306,306,598,596,0.00,"41,161","39,803","£192,608,428",£0,£0,"£7,290,698","£43,028,952","£20,521,386","£263,449,465","£15,696,379","£18,485,985","£34,182,364","£297,631,829"
2024,January,Defence Equipment and Support,Executive Agency,Ministry of Defence,"1,044",970,703,672,"6,702","6,455","2,042","1,971",117,113,644,644,"11,252","10,824",0,0,1,1,28,28,29,29,0.00,"11,281","10,853","£38,512,776",£0,£0,"£473,535","£10,305,945","£4,050,694","£53,342,951","£9,548,807","£526,645","£10,075,452","£63,418,403"
2024,January,Defence Electronics and Components Agency,Executive Agency,Ministry of Defence,89,83,240,216,99,98,14,14,1,1,0,0,443,412,3,3,0,0,10,10,13,13,0.00,456,425,"£1,552,328","£37,726","£16,400","£33,531","£428,980","£172,486","£2,241,451","£97,782",£0,"£97,782","£2,339,233"
2024,January,Defence Science and Technology Laboratory,Executive Agency,Ministry of Defence,97,75,352,339,"2,474","2,387","2,384","2,218",47,41,0,0,"5,354","5,060",0,0,0,0,0,0,0,0,0.00,"5,354","5,060","£19,021,234","£309,896","£152,658","£272,598","£5,180,181","£2,155,792","£27,092,359",£0,£0,£0,"£27,092,359"
2024,January,National Museum of the Royal Navy,Executive Non-Departmental Public Body,Ministry of Defence,201,83,99,88,49,48,0,0,2,2,0,0,351,221,0,0,0,0,0,0,0,0,0.00,351,221,"£603,612",£0,£0,£0,"£35,376","£48,489","£687,477",£0,"£1,282","£1,282","£688,759"
2024,January,National Army Museum,Executive Non-Departmental Public Body,Ministry of Defence,36,27,31,30,25,24,6,6,1,1,0,0,99,87,0,0,0,0,0,0,0,0,0.00,99,87,"£282,303",£0,£0,£0,"£29,350","£28,434","£340,087",£0,£0,£0,"£340,087"
2024,January,Royal Air Force Museum,Executive Non-Departmental Public Body,Ministry of Defence,85,66,71,67,32,31,14,14,4,4,0,0,206,183,0,0,0,0,0,0,0,0,0.00,206,183,"£503,611",£0,£0,"£1,493","£29,734","£48,068","£582,906",£0,"£14,431","£14,431","£597,337"
2024,January,UK Hydrographic Office,Executive Agency,Ministry of Defence,74,71,271,253,529,506,123,121,5,5,0,0,"1,002",956,9,8,0,0,84,83,93,91,0.00,"1,095","1,047","£3,084,958","£77,900","£9,400","£50,170","£852,200","£338,218","£4,412,846","£1,224,045",£0,"£1,224,045","£5,636,891"
