Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)","Notes for Cabinet Office
(Not for publication)"
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,
Home Office (excl agencies) ,Ministerial Department,Home Office,2250,"2,130.79",5016,"4,753.42",2331,"2,249.06",968,940.22,147,145.68,0,0,"10,712","10,219",254,254,,,,,,,254,254,"10,966","10,473","£25,892,000.00","£6,926,000.00","£1,000.00","£125,000.00","£6,179,000.00","£2,740,000.00","£41,863,000.00","£1,525,000.00","£2,259,000.00","£3,784,000.00","£45,647,000.00",,"We have recorded all Non Payroll staff under Agency as we do not record staff in the categories you define. The categories we record against are Agency, Contractor and Contractor Non-Paid but the Agency staff are not necessarily clerical/admin grades and the Contractors could be Interim Managers as well as Specialist Contractors - we cannot determine exactly. We have therefore recorded all our Agency and Contractor Non-Paid staff under Agency. 


"
Criminal Records Bureau,Executive Agency,Home Office,228,205.34,158,150.59,99,96.74,19,18.38,3,3,0,0,507,474,1,1,,,,,,,1,1,508,475,"£1,012,000.00","£9,000.00",£0.00,"£3,000.00","£165,000.00","£59,000.00","£1,248,000.00","£61,000.00",£0.00,"£61,000.00","£1,309,000.00",,"Non payroll staff see notes above.



"
Identity & Passport Service,Executive Agency,Home Office,1991,"1,729.65",782,697.87,480,469.88,126,124.9,13,12.9,0,0,"3,392","3,035",6,6,,,,,,,6,6,"3,398","3,041","£5,619,000.00","£157,000.00",£0.00,"£703,000.00","£1,045,000.00","£450,000.00","£7,974,000.00","£12,000.00","£117,000.00","£129,000.00","£8,103,000.00",,"Non payroll staff see notes above.

"
UK Border Agency,Executive Agency,Home Office,4201,"3,800.60",3827,"3,622.60",2925,"2,816.37",510,499.1,43,42.76,0,0,"11,506","10,781",156,156,,,,,,,156,156,"11,662","10,937","£22,612,000.00","£2,592,000.00",£0.00,"£363,000.00","£4,896,000.00","£1,960,000.00","£32,423,000.00","£602,000.00","£58,000.00","£660,000.00","£33,083,000.00",,"Non payroll staff see notes above.

"
National Fraud Authority ,Executive Agency,Home Office,0,0,3,3,17,17,19,18.54,4,4,0,0,43,43,1,1,,,,,,,1,1,44,44,"£185,000.00","£3,000.00",£0.00,£0.00,"£37,000.00","£17,000.00","£242,000.00","£28,000.00",£0.00,"£28,000.00","£270,000.00",,"Non payroll staff see notes above.

"
Equality & Human Rights Commission,Executive Non-Departmental Public Body,Home Office,12,10.5,57,53.88,170,162.7,66,61.54,18,17.8,,,323,306,3,2.42,12,11.5,,,,,15,14,338,320,"£928,002.00",,,,"£191,272.00","£84,535.00","£1,203,809.00","£185,490.00","£3,401.00","£188,891.00","£1,392,700.00",,
Independent Police Complaints Commission,Executive Non-Departmental Public Body,Home Office,28,26.63,29,28.64,275,268.9,28,27.91,5,5,0,0,365,357,43,42.81,0,0,2,1.4,,,45,44,410,401,"£1,109,605.35","£88,433.89",,"£5,236.00","£205,556.55","£118,248.30","£1,527,080.10","£194,691.86",,"£194,691.86","£1,721,771.96",,
Independent Safeguarding Authority,Executive Non-Departmental Public Body,Home Office,47,43.9,37,35.2,159,153.9,16,15.5,3,3,9,8.7,271,260,4,3.38,,,5,5,,,9,8,280,269,"£579,516.79","£2,136.26",£0.00,£761.24,"£101,926.08","£43,820.88","£728,161.25","£7,331.55","£36,844.27","£44,175.82","£772,337.07",,
