Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Ministry of Defence,Ministerial Department,Ministry of Defence,"12,431","11,898","7,166","6,991","12,500","12,289","2,228","2,197",229,225,"14,694","14,266","49,248","47,866","1,585","1,513",402,399,179,178,16,16,"2,182","2,105","51,430","49,971","£119,291,000",£0,£0,"£5,149,000","£21,086,000","£9,497,000","£155,023,000","£6,145,000","£22,835,000","£28,980,000","£184,003,000",
Defence Science and Technology Laboratory,Executive Agency,Ministry of Defence,297,293,267,255,"1,884","1,821","1,401","1,334",32,29,0,0,"3,881","3,732",1,1,0,0,180,165,0,0,181,166,"4,062","3,898","£10,721,214","£137,979",£0,"£341,500","£2,118,496","£962,693","£14,281,882","£1,127,946",£0,"£1,127,946","£15,409,828",
Defence Support Group,Executive Agency,Ministry of Defence,"1,548","1,523",551,542,283,280,54,53,5,5,0,0,"2,441","2,404",217,216,7,7,0,0,0,0,224,223,"2,665","2,627","£4,995,697","£474,137","£45,505","£317,704","£941,134","£442,409","£7,216,586","£553,437","£44,550","£597,987","£7,814,573",
UK Hydrographic Office,Executive Agency,Ministry of Defence,184,175,380,346,439,416,79,77,3,3,0,0,"1,085","1,017",24,23,0,0,63,56,0,0,87,79,"1,172","1,096","£2,633,476","£71,211",£750,"£38,570","£513,612","£215,216","£3,472,834","£511,755",£0,"£511,755","£3,984,589",
Royal Air Force Museum,Executive Non-Departmental Public Body,Ministry of Defence,174,166,0,0,0,0,0,0,0,0,0,0,174,166,0,0,0,0,0,0,2,0,2,0,176,166,"£338,124","£6,634",£0,"£12,062","£14,667","£31,154","£402,641",£0,£0,£0,"£402,641",
National Army Museum,Executive Non-Departmental Public Body,Ministry of Defence,0,0,0,0,3,3,3,3,1,1,54,51,61,58,0,0,0,0,1,1,0,0,1,1,62,59,"£158,632","£12,824",£0,£0,"£33,256","£13,393","£218,104",£750,£0,£750,"£218,854",
National Museum of the Royal Navy,OTHER,Ministry of Defence,16,16,1,1,3,3,1,1,1,1,0,0,22,22,0,0,0,0,0,0,0,0,0,0,22,22,"£49,913",£321,£0,£223,"£5,339","£4,677","£60,472",£0,£0,£0,"£60,472",
