Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2021,September,Department for Education,Ministerial Department,Department for Education,87,81.7,748,722.9,"2,727","2,637.90","2,189","2,102.40",214,204.8,7,6.8,"5,972",5757,41,41,,,104,103.4,,,145,144,"6,117","5,901","£21,144,494.84","£468,132.48","-£433,051.66","£51,680.81","£5,757,625.35","£2,465,049.13","£29,453,930.95","£197,492.54","£412,306.00","£609,798.54","£30,063,729.49",Please note we are unable to split the contingent labour by interims or specialist contractors. Consultants/Consultancy cannot be measured in HC or FTE. 
2021,September,Education & Skills Funding Agency ,Executive Agency,Department for Education,23,21.6,175,168.6,987,953.2,577,563,45,43.4,,,"1,807",1750,,,,,4,4,,,4,4,"1,811","1,754","£6,494,513.19","£72,438.94","-£525,358.73","£3,691.19","£1,649,590.10","£594,511.20","£8,289,385.89","-£431,083.56","£36,091.96","-£394,991.60","£7,894,394.29",
2021,September,Teaching Regulation Authority,Executive Agency,Department for Education,11,11,24,23,28,26.5,7,6.7,1,1,,,71,68,1,1,,,,,,,1,1,72,69,"£173,981.74","£1,366.57",£0.00,"£1,060.81","£46,618.08","£17,899.73","£240,926.93","£1,222.78",£0.00,"£1,222.78","£242,149.71",
2021,September,Standards and Testing Agency,Executive Agency,Department for Education,0,0,13,12.4,61,57.6,32,30.8,4,4,,,110,105,,,,,1,1,,,1,1,111,106,"£354,965.29","£5,576.17",£0.00,-£221.84,"£95,320.30","£40,762.25","£496,402.17","-£3,993.04",£877.22,"-£3,115.82","£493,286.35",
2021,September,The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,2,2,15,14.4,8,7.6,4,4,,,29,28,2,2,,,,,,,2,2,31,30,"£116,513.50","£3,159.93",,,"£30,708.81","£13,586.69","£163,968.93","£14,034.31",,"£14,034.31","£178,003.24",
2021,September,Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,52,46.4,332,328.3,243,240.5,18,17.8,6,6,1,0.2,652,639,4,4,1,1,,,,,5,5,657,644,"£2,043,596.48","£146,820.45",£0.00,"£11,592.12","£149,948.56","£221,177.29","£2,573,134.90","£94,948.61","£21,180.18","£116,128.79","£2,689,263.69",
2021,September,Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,9,9,34,33.8,29,28.2,4,4,,,,,76,75,,,,,,,3,0.3,3,0,79,75,"£303,767.00","£38,034.00",£36.00,£0.00,"£43,664.00","£36,508.00","£422,009.00",£0.00,"£1,500.00","£1,500.00","£423,509.00",
2021,September,Office for Students,Executive Non-Departmental Public Body,Department for Education,17,16.2,8,7.1,187,173.9,144,132.1,44,41.9,,,400,371,2,2,,,1,1,,,3,3,403,374,"£1,413,820.00","£18,981.00",£0.00,£0.00,"£379,498.00","£146,916.00","£1,959,215.00","£11,772.00",,"£11,772.00","£1,970,987.00",
2021,September,Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,"1,939","1,832.10","1,037","1,009.80",269,265,29,28.8,8,8,0,0,"3,282",3144,28,28,0,0,10,10,0,0,38,38,"3,320","3,182","£7,202,487.20","£176,069.22","£11,316.81","£390,461.14","£1,364,143.85","£723,643.94","£9,868,122.16","£218,581.39",£0.00,"£218,581.39","£10,086,703.55",
2021,September,Institute for Apprenticeships and Technical Education,Executive Non-Departmental Public Body,Department for Education,4,4,9,9,97,95.8,131,129.3,13,12.2,,,254,250,3,3,,,,,,,3,3,257,253,"£1,032,389.91",,"£2,850.00",,"£271,165.92","£120,838.68","£1,427,244.51","£20,134.33",,"£20,134.33","£1,447,378.84",
2021,September,LocatEd,Executive Non-Departmental Public Body,Department for Education,,,,,,,,,2,2,49,48.6,51,51,,,,,,,,,0,0,51,51,"£318,037.53",,,,"£14,365.14","£32,350.86","£364,753.53",,,£0.00,"£364,753.53",Salary includes 4 NEDs not included in the headcount.  The SCS are secondees.  
