Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,387,375.6,613,601.5,1828,1810,1372,1350,411,408,,,4611,4545.1,46,46,,,29,28.4,6,5.8,81,80.2,4692,4625.3,13606119.74,,27800,884417.17,2951056.82,1315853.92,18785247.65,387569.68,129774.28,,,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,36,33.36,20,16.7,15,13.99,13,11.84,1,1,1,0,86,76.89,,,,,,,,,0,0,86,76.89,184116.66,8879.05,,1311.46,39711.95,18516.56,252535.68,,,,,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,17,17,179,176.79,772,766.38,317,316.89,95,95,,,1380,1372.06,481,375.59,82,79.93,,,,,563,455.52,1943,1827.58,4470946.89,916989.18,0,23172.91,974271.04,407719.53,6793099.55,528537.61,,,,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,5.5,5,2,2,1,1,,,8.5,8,,,,,,,,,0,0,8.5,8,32714.89,,,,2211.14,3605.91,38531.94,,,,,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,,,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,11,11,13,13,13,13,3,3,,,40,40,,,,,,,,,0,0,40,40,170948.83,,,,28141.67,17811.39,216901.89,,,,,
FCO Services,Executive Agency,Foreign and Commonwealth Office,115,112.97,181,176.96,406,398.22,184,164.94,7,5.02,62,62,955,920.11,37,37,8,8,148,143.9,4,4,197,192.9,1152,1113.01,2471550.78,494935.01,9320,244609.3,519768.73,278825.86,4019009.68,1450741.85,,,,
