Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",442,429.82,719,697.25,2667,"2,630.42",3021,"2,956.91",546,540.13,13,13,"7,408","7,268",69,69,0,0,36,35.15,8,7.44,113,111.59,"7,521","7,379","£24,951,211.07","£890,426.76","£448,485.66","-£43,125.39","£6,913,324.48","£2,367,349.64","£35,527,672.22","£2,951,165.38","£128,464.85","£3,079,630.23","£38,607,302.45",
Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",22,20.33,22,19.66,18,16.62,14,13.81,1,1,0,0,77,71,0,0,0,0,0,0,0,0,0,0,77,71,"£200,503.78","£7,907.35",£0.00,"£1,027.37","£57,037.60","£21,164.15","£287,640.25",£0.00,£0.00,£0.00,"£287,640.25",
British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",8,8,147,140.93,706,684.03,314,309.47,103,101.61,0,0,"1,278","1,244",35,24.72,15,7.37,0,0,0,0,50,32.09,"1,328","1,276","£4,412,307.11","£714,292.53",£0.00,"£10,068.25","£1,246,762.77","£393,926.82","£6,777,357.48","£1,731,134.14",£0.00,"£1,731,134.14","£8,508,491.62",
Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,1,1,5,5,3,2.13,1,1,0,0,10,9,0,0,1,1,0,0,0,0,1,1,11,10,"£32,146.46",£0.00,£0.00,£0.00,"£1,856.22","£3,310.32","£37,313.00",£0.00,£0.00,£0.00,"£37,313.00",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,6,5.8,24,23.8,20,19.56,3,3,0,0,53,52,2,1.8,0,0,0,0,0,0,2,1.8,55,54,"£216,218.25",£0.00,£0.00,£0.00,"£49,613.33","£23,062.50","£288,894.08","£8,716.80",£0.00,"£8,716.80","£297,610.88",
FCDO Services,Executive Agency,"Foreign, Commonwealth & Development Office",132,130.19,208,203.23,447,440.01,212,189.77,6,6,47,47,"1,052","1,016",11,11,2,2,107,101.26,0,0,120,114.26,"1,172","1,130","£3,145,400.40","£620,112.42","£1,050.00","£255,855.24","£862,046.55","£83,267.60","£4,967,732.21","£983,971.59",£0.00,"£983,971.59","£5,951,703.80",
Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
