Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2021,August,Department for Education,Ministerial Department,Department for Education,89,83.4,775,748.7,"2,688","2,598.90","2,162","2,076.70",212,204,7,6.8,"5,933",5718,40,40,,,109,107.4,,,149,147,"6,082","5,866","£20,496,661.97","£492,297.10","£446,466.19","£57,106.14","£5,748,076.29","£2,447,267.88","£29,687,875.57","£1,032,540.44","£383,095.25","£1,415,635.69","£31,103,511.26",Please note we are unable to split the contingent labour by interims or specialist contractors. Consultants/Consultancy cannot be measured in HC or FTE. 
2021,August,Education & Skills Funding Agency ,Executive Agency,Department for Education,23,21.6,182,175.4,978,944.5,569,555.3,46,44.4,,,"1,798",1741,,,,,4,4,,,4,4,"1,802","1,745","£6,001,588.40","£39,209.72","£35,875.00","£5,358.45","£1,625,894.88","£686,282.89","£8,394,209.34","-£208,532.71","£146,504.60","-£62,028.11","£8,332,181.23",
2021,August,Teaching Regulation Authority,Executive Agency,Department for Education,12,12,24,23,28,26.5,7,6.7,1,1,,,72,69,,,,,,,,,0,0,72,69,"£184,419.75","£1,366.57",£250.00,£0.00,"£48,512.72","£18,425.83","£252,974.87","£1,974.00",£0.00,"£1,974.00","£254,948.87",
2021,August,Standards and Testing Agency,Executive Agency,Department for Education,0,0,10,9.1,49,47.1,26,25.2,4,4,,,89,85,,,,,1,1,,,1,1,90,86,"£298,164.64","£3,168.23",-£244.34,£238.00,"£80,975.71","£34,391.10","£416,693.34",£0.00,£0.00,£0.00,"£416,693.34",
2021,August,The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,2,2,13,12.4,7,6.6,4,4,,,26,25,2,2,,,,,,,2,2,28,27,"£109,565.00","£3,159.93","£18,390.00",,"£29,128.33","£15,213.57","£175,456.83","£9,386.82",,"£9,386.82","£184,843.65",
2021,August,Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,51,45.4,335,331.3,240,237.5,18,17.8,5,5,1,0.2,650,637,2,2,1,1,,,,,3,3,653,640,"£2,015,267.98","£149,261.56",,"£9,249.79","£147,891.50","£215,250.68","£2,536,921.51","£51,768.75","£15,660.90","£67,429.65","£2,604,351.16",
2021,August,Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,9,9,35,34.8,29,28.2,4,4,,,,,77,76,,,,,,,3,0.3,3,0,80,76,"£306,330.00","£38,026.00",£0.00,£0.00,"£43,597.00","£37,124.00","£425,077.00",£0.00,"£1,500.00","£1,500.00","£426,577.00",
2021,August,Office for Students,Executive Non-Departmental Public Body,Department for Education,22,21.2,8,7.1,188,174,143,131.7,44,41.9,,,405,376,2,2,,,1,1,,,3,3,408,379,"£1,413,797.00","£19,005.00",£0.00,£122.00,"£376,852.00","£148,921.00","£1,958,697.00","£11,943.00",,"£11,943.00","£1,970,640.00",
2021,August,Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,"1,977","1,865.20","1,024",995.4,272,267.5,27,26.8,8,8,0,0,"3,308",3163,32,32,0,0,14,14,0,0,46,46,"3,354","3,209","£7,065,948.13","£175,980.40","£13,004.12","£300,285.35","£1,356,157.90","£692,656.34","£9,604,032.24","£193,363.32",£0.00,"£193,363.32","£9,797,395.56",
2021,August,Institute for Apprenticeships and Technical Education,Executive Non-Departmental Public Body,Department for Education,4,4,9,9,95,92.8,129,127.5,13,12.2,,,250,245,3,3,,,,,,,3,3,253,248,"£1,011,867.07",,,,"£267,897.74","£118,538.84","£1,398,303.65","£13,186.57",,"£13,186.57","£1,411,490.22",
2021,August,LocatEd,Executive Non-Departmental Public Body,Department for Education,,,,,,,,,2,2,52,51.4,54,53,,,,,,,,,0,0,54,53,"£308,704.67",,,,"£14,688.04","£32,725.52","£356,118.23",,,£0.00,"£356,118.23",Salary includes 4 NEDs not included in the headcount.  The SCS are secondees.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
