Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2021,July,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",193,176.34,644,622.82,2876,2779.5,1913,1851.99,196,189.33,51,50.88,"5,873",5670.86,26,26,7,7,460,459.3,25,24.5,518,516.8,"6,391",6187.66,"£23,688,295.00","£68,496.00","£126,737.00","£55,941.00","£5,300,577.00","£2,309,175.00","£31,549,221.00","£9,908,874.54","£1,149,720.92","£11,058,595.46","£42,607,816.46",
2021,July,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",829,774.54,778,733.27,854,812.23,180,175.78,3,3,0,0,"2,644",2498.82,84,84,17,17,0,0,0,0,101,101,"2,745",2599.82,"£6,281,235.51","£88,765.75","£32,598.17","£103,050.39","£1,725,254.92","£633,160.83","£8,864,065.57","£477,075.75",£0.00,"£477,075.75","£9,341,141.32",
2021,July,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",59,53.75,128,118.28,324,306.75,110,105.14,4,4,0,0,625,587.92,0,0,0,0,0,0,0,0,0,0,625,587.92,"£1,673,289.00","£10,141.00",£0.00,£0.00,"£456,872.00","£172,974.00","£2,313,276.00",£0.00,£0.00,£0.00,"£2,313,276.00",
2021,July,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1075,970.48,590,532.52,470,439.05,98,94.86,7,6.46,0,0,"2,240",2043.37,153,147.9,0,0,5,5,0,0,158,152.9,"2,398",2196.27,"£4,539,334.41","£3,841.73","£14,050.00","£87,765.77","£1,198,332.73","£416,468.41","£6,259,793.05","£504,301.00",£0.00,"£504,301.00","£6,764,094.05",
2021,July,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",27,26.24,26,25.58,51,49.27,62,61.26,2,2,0,0,168,164.35,10,9.4,0,0,0,0,0,0,10,9.4,178,173.75,"£576,210.00","£18,756.00",£0.00,"£4,690.00","£160,659.00","£65,358.00","£825,673.00","£51,002.00",£0.00,"£51,002.00","£876,675.00",
2021,July,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,0,0,0,0,0,0,0,0,469,448,469,448,0,0,0,0,0,0,0,0,0,0,469,448,"£1,493,805.61","£74,881.50",£0.00,£0.00,"£138,109.27","£174,427.97","£1,881,224.35",£0.00,£0.00,£0.00,"£1,881,224.35",AHDB is funded through a levy paid by farmers and others in the agricultural supply chain. No funding towards staffing or other running costs is received from the government. 
2021,July,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",8,7.24,22,21.07,25,23.99,11,10.81,5,4.81,0,0,71,67.92,3,3,0,0,0,0,0,0,3,3,74,70.92,"£210,670.89","£1,658.22",£0.00,"£1,433.67","£55,385.48","£22,099.21","£291,247.47","£12,522.89",£0.00,"£12,522.89","£303,770.36",
2021,July,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",1530,1431.78,2641,2492.08,3303,3102.31,2234,2126.6,93,92.54,826,812.48,"10,627",10057.79,251,246.32,25,22.99,3,2.6,238,200.68,517,472.59,"11,144",10530.38,"£29,217,103.43","£283,249.99",-£13.81,"£1,062,318.18","£4,378,896.87","£3,135,467.44","£38,077,022.10","£710,798.22","£2,112,093.51","£2,822,891.73","£40,899,913.83",
2021,July,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",7,6.5,31,30.6,161,154.41,29,27.6,2,2,7,0.99,237,222.1,4,4,0,0,2,2,2,2,8,8,245,230.1,"£733,212.85","£5,760.27","£98,792.00","£12,705.24","£198,915.75","£93,201.23","£1,142,587.34","£24,934.02","£3,870.00","£28,804.02","£1,171,391.36",
2021,July,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",38,34.7,162,158.2,132,127.44,56,55.7,0,0,6,5.2,394,381.24,23,22.5,15,14.6,9,8.4,0,0,47,45.5,441,426.74,"£1,075,936.00",£0.00,£0.00,"£27,195.00","£279,572.00","£112,218.00","£1,494,921.00","£299,762.00",£0.00,"£299,762.00","£1,794,683.00",
2021,July,National Forest Company,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,3,2.31,25,24.02,4,4,1,1,0,0,33,31.33,0,0,0,0,0,0,0,0,0,0,33,31.33,"£97,523.83",£0.00,£0.00,£0.00,"£25,813.00","£10,065.00","£133,401.83",£0.00,£0.00,£0.00,"£133,401.83",
2021,July,Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",140,130.47,335,319.36,1557,1451.37,217,207.35,18,17.9,11,10.65,"2,278",2137.1,22,21.61,0,0,0,0,0,0,22,21.61,"2,300",2158.71,"£5,672,928.11","£53,826.30","£31,350.00","£18,826.45","£1,534,466.91","£560,518.19","£7,871,915.96","£35,000.00",£0.00,"£35,000.00","£7,906,915.96",
2021,July,"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",295,218.25,208,154.91,254,243.61,86,83.55,8,8,75,74.83,926,783.15,0,0,2,2,15,15,1,1,18,18,944,801.15,"£2,222,760.50","£13,110.14",£0.00,"£38,249.56","£497,943.94","£223,512.36","£2,995,576.50","£217,873.45","£4,435.09","£222,308.54","£3,217,885.04",
2021,July,Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",29,28.26,31,30.8,18,18,4,4,1,1,0,0,83,82.06,0,0,0,0,0,0,0,0,0,0,83,82.06,"£276,919.53","£7,395.98",£0.00,£0.00,"£39,605.08","£28,369.69","£352,290.28",£0.00,£0.00,£0.00,"£352,290.28",
