Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Cabinet Office,Ministerial Department,Cabinet Office,146,141.96,419,411.58,736,722.12,1114,1094.39,256,249.69,176,172.67,"2,847","2,792",26,26,166,166,206,206,2,2,400,400,"3,247","3,192","£10,139,707.61","£563,950.93","£44,751.00","£89,193.65","£2,287,809.13","£1,233,567.28","£14,358,979.60","£9,471,143.00","£4,073,855.00","£13,544,998.00","£27,903,977.60"
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,1,0.56,2,2.00,7,6.60,5,5.00,1,1.00,0,0.00,16,15,0,0,0,0,0,0,0,0,0,0,16,15,"£56,486.11",£117.19,£346.00,£0.00,"£12,400.50","£6,366.63","£75,716.43",£0.00,£0.00,£0.00,"£75,716.43"
Crown Commercial Services,Executive Agency,Cabinet Office,26,24.26,112,107.25,327,316.14,210,201.36,68,64.89,0,0.00,743,714,0,0,57,56,0,0,0,0,57,56,800,770,"£2,661,774.33","£5,327.30",£0.00,£31.00,"£540,145.06","£299,415.13","£3,506,692.82","£491,386.71","£378,763.50","£870,150.21","£4,376,843.03"
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,99,94.00,441,405.00,238,222.00,62,61.00,18,18.00,0,0.00,858,800,14,14,0,0,0,0,0,0,14,14,872,814,"£1,967,508.69","£29,286.48",£0.00,"£16,153.59","£403,514.42","£215,832.13","£2,632,295.31","£59,172.00",£0.00,"£59,172.00","£2,691,467.31"
