Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,446,435.6,641,628.7,2049,2032,1557,1532.9,441,436,,,5134,5065.2,52,51.8,,,30,29.4,5,4.8,87,86,5221,5151.2,15735005.72,1083602.19,13065,124967.89,4302009.02,1511785.75,22770435.57,503182.21,241831.65,,,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,36,32.45,20,18.74,18,16.68,10,8.81,1,1,,,85,77.68,,,,,,,,,0,0,85,77.68,194897,8919.77,,1285.11,54604.65,19789.03,279495.56,,,,,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,15,14.63,181,174.57,766,746.22,332,328.58,98,97.57,,,1392,1361.57,372,283.31,96,92.3,,,,,468,375.61,1860,1737.18,4567374.89,1093595.86,2911,27279.04,1298154.23,410255.14,7399570.16,442537.965,,,,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,7,6,2,1.125,1,1,,,10,8.125,,,,,,,,,0,0,10,8.125,28101.7,,,,1670.86,2870.84,32643.4,,,,,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,,,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,11,11,19,19,19,19,2,2,,,51,51,1,1,,,,,,,1,1,52,52,191079.52,,,,39746.6,20414.83,251240.95,9339,,,,
FCO Services,Executive Agency,Foreign and Commonwealth Office,123,121.96,207,201.82,417,409.88,200,181.43,6,6,48,48,1001,969.09,31,31,5,5,148,143.8,5,5,189,184.8,1190,1153.89,2830650.71,693207.84,5550,215640.94,771698.74,323123.77,4839872,1644670.98,,,,
