Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff AA/AO Headcount,"Payroll staff AA/AO Full-time 
equivalent",Payroll Staff EO Headcount,"Payroll staff EO Full-time
equivalent", Payroll Staff HEO/SEO Headcount," Payroll Staff HEO/SEO Full-time 
equivalent", Payroll Staff Grade 6/7 Headcount," Payroll Staff Grade 6/7 Full-time 
equivalent",Payroll Staff SCS Headcount,"Payroll Staff SCS Full-time 
equivalent","Payroll Staff Other, unknown, or unspecified Headcount","Payroll Staff Other, unknown, or unspecified Full-time 
equivalent","Payroll staff Total
Employees Headcount","Payroll staff Total
Employees Full-time 
equivalent",Non payroll staff Agency staff (clerical/admin) Headcount,"Non payroll staff Agency staff (clerical/admin) Full-time 
equivalent",Non Payroll staff Interim Mangers &  Specialist Contractors & Medical: Headcount,Non Payroll staff Interim Mangers &  Specialist Contractors & Medical; Full-time Equivalent,Non Payroll staff other Contingent Labour  Headcount,Non Payroll staff other Contingent Labour  Full-time equivalent,Non-payroll staff; total contingent labour; headcount Excluding Consultancy,Non-payroll staff; total contingent labour; full time equivalent  Excluding Consultancy,Non-payroll staff; consultancy; number of contracts,Grand total (workforce numbers); headcount Excluding Consultancy,Grand total (workforce numbers); full-time equivalent Excluding Consultancy,Payroll staff costs; salary,Payroll staff costs; allowances,Payroll staff costs; non-consolidated performance payments,Payroll staff costs; overtime -,Payroll staff costs; employer pension contributions,Payroll staff costs; employer national insurance contributions,Payroll staff costs; total paybill,"Non-payroll staff costs; contingent labour (clerical and admin) staff, interim managers and specialist contractors",Non-payroll staff costs; consultants ,Non payroll staff costs; total staff costs ,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)"
2023,October,"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",326,316.765,657,638.89,3016,2985.02,3384,3314.36,584,579.57,0,0,"7,967",7834.6,85,85,260,260,109,109,454,454,0,"8,421","8,289","£33,502,339.27","£2,704,600.04",£428.57,"£153,254.74","£9,436,560.60","£3,951,105.42","£49,748,288.64","£5,332,824.81","£94,700.94","£5,427,525.75","£55,175,814.39",
2023,October,Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",15,13.36,29,26,26,24.41,13,12.43,4,4,0,0,87,80.2,0,0,0,0,0,0,0,0,0,87,80.2,"£260,716.27","£4,510.46","£31,009.00",£0.00,"£80,619.08","£31,929.39","£408,784.20",£0.00,£0.00,£0.00,"£408,784.20",
2023,October,British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",5,5,116,111.59,592,577.28,297,291.1,109,108.2,0,0,"1,119",1093.17,97,46.03,30,12.07,0,0,127,58.1,0,"1,246","1,151.27","£4,373,049.91","£421,084.48","£2,517.49","£14,124.80","£1,248,337.29","£449,109.64","£6,508,223.61","£2,595,704.23",£0.00,"£2,595,704.23","£9,103,927.84",
2023,October,Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,1,1,4,4,3,1.93,1,1,0,0,9,7.93,0,0,1,1,0,0,1,1,0,10,8.93,"£32,699.09",£0.00,£0.00,£0.00,"£2,207.07","£3,398.84","£38,305.00","£4,494.21",£0.00,"£4,494.21","£42,799.21",
2023,October,Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,0,0,£0.00,£0.00,
2023,October,Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,11,11,32,32,18,18,3,3,0,0,64,64,1,1,0,0,0,0,1,1,0,65,65,"£253,422.64",£0.00,£0.00,£0.00,"£65,841.26","£28,221.40","£347,485.30","£2,700.00",£0.00,"£2,700.00","£350,185.30",
2023,October,FCDO Services,Executive Agency,"Foreign, Commonwealth & Development Office",137,135.76,218,213.76,487,476.66,231,209.01,8,8,83,83,"1,164",1126.19,47,47,163,159.79,0,0,210,206.79,0,"1,374","1,332.98","£3,776,293.90","£646,262.16","£20,950.00","£367,214.16","£1,034,226.08","£447,421.92","£6,292,368.22","£2,355,641.71",£0.00,"£2,355,641.71","£8,648,009.93",
2023,October,Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
2023,October,Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
