Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,93,87.28,525,505.03,1063,1025.83,743,711.41,113,107.51,,,2537,2437.06,39,27.14,,,95,94.2,,,134,121.34,2671,2558.4,8656711.43,,20000,35480.32,1850944.83,961930.9,11525067.48,1644413.53,127762.04,1772175.57,13297243.05,"Please note we are unable to split the contingent labour by interims or specialist contractors with regards to the departments preferred frameworks. Consultants/Consultancy cannot be measured in HC or FTE.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded and from May 2014 Brook Street information will be recorded."
Education Funding Agency ,Executive Agency,Department for Education,24,22.77,146,141.39,323,310.72,394,386.44,29,28.89,,,916,890.21,23,23,0,0,219,211,0,0,242,234,1158,1124.21,2771079.09,,,0,713010.51,273438.88,3757528.48,768389.18,0,768389.18,4525917.66,
National College for Teaching and Leadership,Executive Agency,Department for Education,19,19,86,82,133,123,61,58.02,7,7,,,306,289.02,8,7.6,,,,,,,8,7.6,314,296.62,861879.67,,,284.29,183388.54,89610.52,1135163.02,31220.84,8370,39590.84,1174753.86,
Standards and Testing Agency,Executive Agency,Department for Education,0,0,18,18,70,67.85,26,25.35,3,3,,,117,114.2,,,,,8,1.14,,,8,1.14,125,115.34,393549.8,,,12.37,83585.67,42292.68,519440.52,653.94,49093.28,49747.22,569187.74,
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,1,1,16,15,6,5.8,2,1.8,,,25,23.6,,,,,1,1,,,1,1,26,24.6,59066.7,785.17,0,0,18249.9,10131.02,88232.79,,,0,88232.79,
Equality & Human Rights Commission,Executive Non-Departmental Public Body,Department for Education,6,5.373,17,16.6,114,108.97,51,48.275,12,11.83,,,200,191.048,1,1,5,3.81,,,,,6,4.81,206,195.858,640827,13498,0,0,139047,71428,864800,58368,0,58368,923168,
