Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff:
AO/AA:
Headcount","Payroll staff:
AO/AA:
Full-time equivalent","Payroll staff:
EO:
Headcount","Payroll staff:
EO:
Full-time equivalent","Payroll staff:
SEO/HEO:
Headcount","Payroll staff:
SEO/HEO:
Full-time equivalent","Payroll staff:
Grade 6/7:
Headcount","Payroll staff:
Grade 6/7:
Full-time equivalent","Payroll staff:
SCS:
Headcount","Payroll staff:
SCS:
Full-time equivalent","Payroll staff:
Other, unknown, unspecified:
Headcount","Payroll staff:
Other, unknown, unspecified:
Full-time equivalent","Payroll staff:
Total:
Headcount","Payroll staff:
Total:
Full-time equivalent","Non-payroll staff:
Admin and Clerical:
Headcount","Non-payroll staff:
Admin and Clerical:
Full-time equivalent","Non-payroll staff:
Interim Managers & Specialist Contractors & Medical:
Headcount","Non-payroll staff:
Interim Managers & Specialist Contractors & Medical:
Full-time equivalent","Non-payroll staff:
Other Contingent labour:
Headcount","Non-payroll staff:
Other Contingent labour:
Full-time equivalent","Non-payroll staff:
Total Contingent labour:
Headcount","Non-payroll staff:
Total Contingent labour:
Full-time equivalent","Non-payroll staff:
Consultancy:
Number of Contracts","Grand Total (workforce numbers):
Headcount","Grand Total (workforce numbers):
Full-time equivalent","Payroll staff costs:
Salary","Payroll staff costs:
Allowances","Payroll staff costs:
Non-consolidated performance payments","Payroll staff costs:
Overtime","Payroll staff costs:
Employer pension contributions","Payroll staff costs:
Employer national insurance contributions","Payroll staff costs:
Total paybill","Non-Payroll staff costs:
Contingent labour","Non-Payroll staff costs:
Consultancy","Non-Payroll staff costs:
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2026,March,Department For Transport,Ministerial Department,Department For Transport,33,28.92,227,221.02,1351,1322.36,1574,1536.34,237,229.55,0,0,3422,3338.19,0,0,18,18,0,0,18,18,0,3440,3356.19,"£17,037,817.72","£198,829.25","£1,453,696.01","£52,654.83","£4,624,368.09","£2,380,020.83","£25,747,386.73","£166,900.32","£5,865,683.22","£6,032,583.54","£31,779,970.27"
2026,March,Driver and Vehicle Licensing Agency,Executive Agency,Department For Transport,3889,3365.292,886,836.9646,1069,1032.629,332,317.073,8,8,0,0,6184,5559.9586,0,0,0,0,0,0,0,0,0,6184,5559.9586,"£14,592,478.00","£486,610.60","£2,279,267.00","£169,458.60","£4,278,824.00","£2,298,055.00","£24,104,693.20",£0.00,"-£10,175.40","-£10,175.40","£24,094,517.80"
2026,March,Driver and Vehicle Standards Agency,Executive Agency,Department For Transport,1140,1063.74,2854,2610.32,1163,1129.69,197,192.56,12,11.8,0,0,5366,5008.11,4,4,12,12,0,0,16,16,0,5382,5024.11,"£11,947,171.00","£3,893,870.00","£408,606.00","£877,624.00","£4,094,651.00","£2,669,203.00","£23,891,125.00","£242,357.00",£0.00,"£242,357.00","£24,133,482.00"
2026,March,Maritime and Coastguard Agency,Executive Agency,Department For Transport,293,279.02,188,181.51,612,597.24,210,203.77,11,10.61,0,0,1314,1272.15,28,28,0,0,0,0,28,28,0,1342,1300.15,"£4,298,051.00","£574,433.20","£211,950.00","£105,548.90","£1,257,909.00","£696,034.60","£7,143,926.70","£844,292.00","£258,481.00","£1,102,773.00","£8,246,699.70"
2026,March,Vehicle Certification Agency,Executive Agency,Department For Transport,35,31.14,73,68.86,161,156.59,4,4,1,1,23,23,297,284.59,0,0,0,0,0,0,0,0,0,297,284.59,"£943,739.00","£10,976.00","£8,450.00","£18,087.00","£123,606.00","£248,587.00","£1,353,445.00","£74,360.00",£0.00,"£74,360.00","£1,427,805.00"
2026,March,British Transport Police Authority,Executive Non-Departmental Public Body,Department For Transport,0,0,0,0,0,0,0,0,0,0,12,11.41,12,11.41,0,0,0,0,0,0,0,0,0,12,11.41,"£83,981.00","£4,657.00",£0.00,£0.00,"£8,665.00","£9,811.00","£107,114.00",£0.00,£0.00,£0.00,"£107,114.00"
2026,March,High Speed 2,Executive Non-Departmental Public Body,Department For Transport,66,65.58,84,83.8,505,500.87,855,845.57,287,285.6,0,0,1797,1781.42,0,0,106,105,0,0,106,105,0,1903,1886.42,"£12,189,818.00",£0.00,£0.00,£0.00,"£1,236,358.00","£1,388,336.00","£14,814,512.00","£986,038.10",£0.00,"£986,038.10","£15,800,550.10"
2026,March,Northern Lighthouse Board,Executive Non-Departmental Public Body,Department For Transport,20,4.94,19,17.25,76,75.16,15,14.5,3,3,83,77.73,216,192.58,14,7.4,0,0,0,0,14,7.4,0,230,199.98,"£927,975.30","£11,841.84","£89,008.33","£40,632.67","£271,006.60","£150,895.20","£1,491,359.94","£41,041.69",£0.00,"£41,041.69","£1,532,401.63"
2026,March,Transport Focus,Executive Non-Departmental Public Body,Department For Transport,0,0,10,10,18,18,16,15.35,5,5,0,0,49,48.35,2,1.4,7,2.9,0,0,9,4.3,0,58,52.65,"£244,754.00",£895.00,"£6,900.00",£0.00,"£65,118.00","£31,922.00","£349,589.00","£95,915.00",£0.00,"£95,915.00","£445,504.00"
2026,March,Trinity House,Executive Non-Departmental Public Body,Department For Transport,0,0,0,0,0,0,0,0,0,0,320,312.13,320,312.13,10,7.64,0,0,0,0,10,7.64,0,330,319.77,"£1,192,291.00","£6,380.55",£0.00,"£37,198.38","£355,807.40","£168,390.60","£1,760,067.93","£52,064.31",£0.00,"£52,064.31","£1,812,132.24"
