Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff AA/AO Headcount,"Payroll staff AA/AO Full-time 
equivalent",Payroll Staff EO Headcount,"Payroll staff EO Full-time
equivalent", Payroll Staff HEO/SEO Headcount," Payroll Staff HEO/SEO Full-time 
equivalent", Payroll Staff Grade 6/7 Headcount," Payroll Staff Grade 6/7 Full-time 
equivalent",Payroll Staff SCS Headcount,"Payroll Staff SCS Full-time 
equivalent","Payroll Staff Other, unknown, or unspecified Headcount","Payroll Staff Other, unknown, or unspecified Full-time 
equivalent","Payroll staff Total
Employees Headcount","Payroll staff Total
Employees Full-time 
equivalent",Non payroll staff Agency staff (clerical/admin) Headcount,"Non payroll staff Agency staff (clerical/admin) Full-time 
equivalent",Non Payroll staff Interim Mangers &  Specialist Contractors & Medical: Headcount,Non Payroll staff Interim Mangers &  Specialist Contractors & Medical; Full-time Equivalent,Non Payroll staff other Contingent Labour  Headcount,Non Payroll staff other Contingent Labour  Full-time equivalent,Non-payroll staff; total contingent labour; headcount Excluding Consultancy,Non-payroll staff; total contingent labour; full time equivalent  Excluding Consultancy,Non-payroll staff; consultancy; number of contracts,Grand total (workforce numbers); headcount Excluding Consultancy,Grand total (workforce numbers); full-time equivalent Excluding Consultancy,Payroll staff costs; salary,Payroll staff costs; allowances,Payroll staff costs; non-consolidated performance payments,Payroll staff costs; overtime -,Payroll staff costs; employer pension contributions,Payroll staff costs; employer national insurance contributions,Payroll staff costs; total paybill,"Non-payroll staff costs; contingent labour (clerical and admin) staff, interim managers and specialist contractors",Non-payroll staff costs; consultants ,Non payroll staff costs; total staff costs ,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)"
2023,January,"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",336,325.177,628,610.61,2735,2702.36,3188,3121.67,572,565.41,25,9,"7,484",7334.23,64,64,246,246,152,152,462,462,0,"7,946","7,796","£29,140,772.67","£1,527,604.44",£250.00,"£204,712.30","£7,903,013.86","£3,386,639.61","£42,162,992.88","£4,228,185.01",£0.00,"£4,228,185.01","£46,391,177.89",
2023,January,Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",20,18.36,27,23.82,23,21.3,13,12.04,3,2.78,0,0,86,78.3,0,0,0,0,0,0,0,0,0,86,78.3,"£234,567.49","£5,596.14",£0.00,£151.74,"£65,053.98","£24,312.90","£329,682.25",£0.00,£0.00,£0.00,"£329,682.25",
2023,January,British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",5,5,108,99.65,525,507.78,290,283.09,105,104.81,0,0,"1,033",1000.33,95,50.46,26,8.99,0,0,121,59.45,0,"1,154","1,059.78","£4,026,046.24","£425,311.85","£1,368.49","£14,663.00","£1,114,524.05","£403,043.05","£5,984,956.68","£1,742,353.61",£0.00,"£1,742,353.61","£7,727,310.29",
2023,January,Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,2,1.5,3,2.13,1,1,0,0,6,4.63,0,0,1,1,0,0,1,1,0,7,5.63,"£22,310.67",£0.00,£0.00,£0.00,"£1,616.38","£2,369.65","£26,296.70","£7,490.00",£0.00,"£7,490.00","£33,786.70",
2023,January,Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,0,0,£0.00,£0.00,
2023,January,Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,11,11,29,29,16,16,3,3,0,0,59,59,1,1,0,0,0,0,1,1,0,60,60,"£247,332.41",£0.00,£0.00,£0.00,"£58,846.05","£25,794.06","£331,972.52","£11,880.00",£0.00,"£11,880.00","£343,852.52",
2023,January,FCDO Services,Executive Agency,"Foreign, Commonwealth & Development Office",130,128.93,206,200.95,458,449.92,223,200.4,10,10,80,80,"1,107",1070.2,29,29,128,122.48,0,0,157,151.48,0,"1,264","1,221.68","£3,431,328.09","£634,888.15","£10,100.00","£236,836.27","£932,191.24","£388,048.48","£5,633,392.23","£1,164,790.70",£0.00,"£1,164,790.70","£6,798,182.93",
2023,January,Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
2023,January,Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
