Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,400,388.4,593,582.1,1784,1768.2,1357,1334.3,414,410.9,,,4548,4483.9,38,38,30,29.4,,,6,5.8,74,73.2,4622,4557.1,13443987.71,863829.42,21916.79,125714.51,2910842.6,1314783.07,18681074.1,296576.63,111434.37,408011,19089085.1,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,32,28.34,23,21.42,17,15.25,12,11.8,1,1,4,4,89,81.81,,,,,,,,,0,0,89,81.81,190362,9276,,3387,41046,19653,263724,1479,,1479,265203,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,16,15.67,187,182.27,773,754.5,310,307.67,94,93.81,,,1380,1353.92,372,288.95,66,65.1,,,,,438,354.05,1818,1707.97,4418661.13,1014844.42,,26277.32,976798.57,403257.42,6839838.86,552436.95,,552436.95,7392275.81,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,6.5,6,2,2,1,1,,,9.5,9,,,,,,,,,0,0,9.5,9,33341.32,7420,,,2613.79,4596.44,47971.55,,,0,47971.55,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,12,12,14,14,13,13,3,3,,,42,42,,,,,,,,,0,0,42,42,186144.04,,,,32295.87,20569.26,239009.17,,,0,239009.17,
FCO Services,Executive Agency,Foreign and Commonwealth Office,111,108.97,183,179.04,397,389.55,177,158.93,5,4.01,39,39,912,879.5,44,44,8,8,162,157.9,4,4,218,213.9,1130,1093.4,2397575.48,479948.83,51390,251095.08,506744.24,280501.05,3967254.68,1430455.33,0,1430455.33,5397710.01,
