"Please read the additional data fields descriptions before entering information into this template. Completed templates must be returned to your organisation's main, parent or sponsoring department. They will provide one return to Cabinet Office capturing information for all their relevant organisations.
(NB: This data sheet is password protected. Contact Cabinet Office if you require the password.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",251,231.4,401,383.2,1093,1066.9,136,129.4,88,83.6,29,15.5,"1,998","1,910",3,3,21,21,3,3,,,27,27,"2,025","1,937","£6,025,008.00","£334,396.00",£0.00,"£17,757.00","£715,148.00","£545,135.00","£7,637,444.00","£374,835.00",£0.00,"£374,835.00","£8,012,279.00",,550 staff left MRC with the transfer of NIMR to CRICK
Natural Environment Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",261,237.9,458,430,1176,1124.6,370,355,22,21.5,221,215.5,"2,508","2,385",8,7.75,,,1,1,,,9,8.75,"2,517","2,393","£6,574,750.40","£366,207.32","£24,725.15","£36,274.81","£1,676,193.88","£540,720.37","£9,218,871.93","£11,377.57",,"£11,377.57","£9,230,249.50",,
National Measurement Office,Executive Agency,"Department for Business, Innovation and Skills",5,4.89,22,21.26,40,39.18,13,11.9,0,0,0,0,80,77,3,3,,,,,,,3,3,83,80,"£265,605.24",£146.25,"£1,000.00",,"£54,363.64","£21,448.01","£342,563.14",£455.13,"£6,152.00","£6,607.13","£349,170.27",,
Office for Fair Access,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",,,2,1.6,15,13.68,4,3.5,2,1.6,,,23,20,1,1,0,0,0,0,4,4,5,5,28,25,"£63,657.22",£0.00,"£19,600.00",£538.42,10738.45,"£7,547.79","£102,081.88","£5,412.38","£33,201.97","£38,614.35","£140,696.23",,
Skills Funding Agency,Executive Agency,"Department for Business, Innovation and Skills",88,83.65,11,10.53,666,648.49,104,103.65,26,26,,,895,872,21,21,,,41,41,,,62,62,957,934,"£2,905,841.69","£78,160.19","£6,776.00",,"£629,118.08","£260,201.01","£3,880,096.97","£568,688.00",,"£568,688.00","£4,448,784.97",,
Student Loans Company Ltd,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",1861,1737.33472,727,692.7469067,108,105.18,20,19.4,5,5,7,0.96,"2,728","2,561",148,148,,,17,17,,,165,165,"2,893","2,726","£4,541,677.71","£159,532.34","£23,125.04","£111,952.75","£528,940.05","£342,748.21","£5,707,976.10","£369,688.72",,"£369,688.72","£6,077,664.82",,
Science and Technology Facilities Council,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",131,125.89,254,241.11,1054,1031.55,343,332.35,31,29.28,43,43,"1,856","1,803",8,8,0,0,26,26,,,34,34,"1,890","1,837","£5,366,105.62","£275,833.77","£1,649.05","£109,345.48","£1,371,748.75","£474,988.69","£7,599,671.36","£217,309.84",,"£217,309.84","£7,816,981.20",,
Technology Strategy Board (Innovate UK),Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",,,65,65,54,54,209,209,7,7,1,1,336,336,28,28,,,,,,,28,28,364,364,"£1,474,385.32","£156,076.93",,,"£281,629.73","£148,806.01","£2,060,897.99","£198,032.71",,"£198,032.71","£2,258,930.70",,
United Kingdom Atomic Energy Authority,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",52,49.72,94,91.24,376,371.97,128,125.2,11,10.6,19,19,680,668,4,4,0,0,439,439,,,443,443,"1,123","1,111","£2,317,457.00",£0.00,"£76,000.00","£31,536.00","£322,494.00","£207,562.00","£2,955,049.00","£1,602,834.00",,"£1,602,834.00","£4,557,883.00",,
UK Commission for Employment and Skills,Executive Non-Departmental Public Body,"Department for Business, Innovation and Skills",25,24.3,11,10.8,62,59.9,14,13.7,6,6,,,118,115,1,1,0,0,2,2,,,3,3,121,118,"£415,242.37",,,,"£74,440.14","£37,543.06","£527,225.57","£2,987.33",,"£2,987.33","£530,212.90",,
UK Intellectual Property Office,Executive Agency,"Department for Business, Innovation and Skills",234,209.63,299,285.35,308,300.29,246,231.85,27,26.55,,,"1,114","1,054",10,10,,,20,20,,,30,30,"1,144","1,084","£2,637,528.00","£120,445.00","£9,532.00","£30,383.00","£658,035.00","£263,679.00","£3,719,602.00","£260,610.00",,"£260,610.00","£3,980,212.00",,
UK Space Agency,Executive Agency,"Department for Business, Innovation and Skills",3,3,4,4,26,26,29,27.88,5,4.7,0,0,67,66,1,1,,,1,0.4,,,2,1.4,69,67,"£224,684.94","£4,606.87",£450.00,£0.00,"£51,559.62","£19,824.62","£301,126.05","£4,253.63",,"£4,253.63","£305,379.68",,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,,
