Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)"
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
Department for Transport ,Ministerial Department,Department for Transport,147,131.33,330,320.6,954,935.64,937,913.92,161,156.53,0,0,"2,529","2,458",16,15.62,0,0,67,65.85,0,0,83,81.47,"2,612","2,539","£9,742,552.48","£145,008.26","£326,863.85","£67,517.55","£2,079,766.15","£1,146,022.36","£13,507,730.65","£700,246.89","£6,501,902.58","£7,202,149.47","£20,709,880.12",
Driver and Vehicle Licensing Agency,Executive Agency,Department for Transport,4113,3490.86,819,770.23,830,796.99,238,229.87,7,7,0,0,"6,007","5,295",0,0,0,0,1,0.86,0,0,1,0.86,"6,008","5,296","£10,985,412.86","£159,193.95","£32,925.30","£96,296.96","£2,227,113.70","£1,039,600.06","£14,540,542.83","£15,876.95","£105,995.88","£121,872.83","£14,662,415.66",
Driver and Vehicle Standards Agency,Executive Agency,Department for Transport,1094,1027.68,2700,2528.89,834,815.09,96,95.55,6,6,0,0,"4,730","4,473",62,61.6,16,15.6,26,25.2,0,0,104,102.4,"4,834","4,576","£10,253,338.96","£690,101.60","£1,841.35","£275,442.61","£2,077,043.66","£1,151,367.06","£14,449,135.24","£593,219.23",£717.07,"£593,936.30","£15,043,071.54",
Maritime and Coastguard Agency,Executive Agency,Department for Transport,278,259.38,246,237.61,448,430.8,142,137.64,7,6.65,0,0,"1,121","1,072",9,9,0,0,0,0,0,0,9,9,"1,130","1,081","£2,862,654.23","£370,534.31","£4,250.00","£81,491.74","£638,091.45","£343,076.81","£4,300,098.54","£76,673.35",,"£76,673.35","£4,376,771.89",
Vehicle Certification Agency,Executive Agency,Department for Transport,35,32.12,39,36.14,87,83.6,12,11.2,1,1,0,0,174,164,1,1,0,0,0,0,0,0,1,1,175,165,"£501,755.00","£12,118.00","£14,150.00","£45,701.00","£97,842.00","£58,260.00","£729,826.00",,,£0.00,"£729,826.00",
British Transport Police Authority,Executive Non-Departmental Public Body,Department for Transport,0,0,0,0,3,3,4,3.69,3,3,0,0,10,10,2,2,0,0,0,0,0,0,2,2,12,12,"£50,893.00","£3,113.00",,,"£6,305.00","£5,838.00","£66,149.00","£25,569.00","£16,668.00","£42,237.00","£108,386.00",
High Speed 2,Executive Non-Departmental Public Body,Department for Transport,78,77.4,77,77,392,388.66,472,470.79,214,212.8,0,0,"1,233","1,227",11,11,72,72,280,279,0,0,363,362,"1,596","1,589","£8,436,002.93",£0.00,£0.00,£0.00,"£696,675.48","£815,421.65","£9,948,100.06","£984,625.94",,"£984,625.94","£10,932,726.00",
Northern Lighthouse Board,Executive Non-Departmental Public Body,Department for Transport,23,5.31,17,17,61,60.15,15,14.8,3,3,74,68.14,193,168,14,10.55,0,0,0,0,0,0,14,10.55,207,179,"£531,777.02","£8,269.97",£0.00,"£8,163.42","£116,398.80","£64,073.00","£728,682.21","£40,835.32",,"£40,835.32","£769,517.53",
Transport Focus,Executive Non-Departmental Public Body,Department for Transport,0,0,11,10.2,22,21.6,13,12.15,4,4,0,0,50,48,4,4,0,0,1,1.2,0,0,5,5.2,55,53,"£183,808.00",£718.00,"£1,150.00",,"£37,772.00","£20,876.00","£244,324.00","£19,737.00",,"£19,737.00","£264,061.00",
Trinity House,Executive Non-Departmental Public Body,Department for Transport,0,0,0,0,0,0,0,0,0,0,299,288,299,288,6,6,0,0,0,0,0,0,6,6,305,294,"£851,716.23","£3,187.34",£28.00,"£15,376.56","£178,436.20","£92,781.18","£1,141,525.51","£19,350.31",,"£19,350.31","£1,160,875.82",
