Year,Month,Organisation Name,Organisation Type,"Main , parent or sponsoring department",Payroll Staff; AO/AA; Headcount,Payroll Staff; AO/AA; Full-Time Equivalent,Payroll Staff; EO; Headcount,Payroll Staff; EO; Full-Time Equivalent,Payroll Staff; SEO/HEO; Headcount,Payroll Staff; SEO/HEO; Full-Time Equivalent,Payroll Staff; Grade 6/7; Headcount,Payroll Staff; Grade 6/7; Full-Time Equivalent,Payroll Staff; SCS; Headcount,Payroll Staff; SCS; Full-Time Equivalent,"Payroll Staff; Other, unknown, unspecified; Headcount","Payroll Staff; Other, unknown, unspecified; Full-Time Equivalent","Payroll Staff, Total; Headcount","Payroll Staff, Total; Full-Time Equivalent","Non-payroll staff, Admin and Clerical; Headcount","Non-payroll staff, Admin and Clerical; Full-Time Equivalent","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Headcount","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Full-Time Equivalent","Non-payroll staff, Other Contingent Labour; Headcount","Non-payroll staff, Other Contingent Labour; Full-Time Equivalent","Non-payroll staff, Total Contingent labour, Headcount","Non-payroll staff, Total Contingent labour, Full-Time Equivalent","Non-payroll staff, Consultancy; Number of Contracts",Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-Time Equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-Consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer Pension Contributions,Payroll staff costs; Employer National Insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,
2022,December,"Department for Business, Energy and Industrial Strategy",Ministerial Department,"Department for Business, Energy & Industrial Strategy (BEIS)",66,64.77,368,357.25,2375,2346.36,2808,2738.21,337,323.46,0,0,5954,5830.05,5,5,201,176.6,0,0,206,181.6,6,6160,6011.65,23871433.15,871113.76,422199,104173.59,6696913.38,2853248.13,34819081.01,562840,9898125,10460965,45280046.01,
2022,December,Advisory Conciliation & Arbitration Service (ACAS),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",47,39.9,297,277.85,614,568.81,54,50.9,8,8,0,0,1020,945.46,1,1,21,21,0,0,22,22,0,1042,967.46,2676383.4,21804.65,21973.5,2483.8,727410.07,271684.42,3721739.84,0,0,0,3721739.84,
2022,December,Civil Nuclear Police Authority (CNPA),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",1401,1372.8834,168,162.5442,32,30.6881,0,0,0,0,0,0,1601,1566.1157,0,0,0,0,0,0,0,0,,1601,1566.1157,5222978,216726,0,675328,1065046,698487,7878565,,,0,7878565,
2022,December,Coal Authority,Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",11,8.8,27,27,199,193.4,84,83.5,3,3,0,0,324,315.7,12,11.1,0,0,0,0,12,11.1,0,336,326.8,1239096.01,18923.23,4181.58,1069.69,330920.05,140515.02,1734705.58,107654,0,107654,1842359.58,
2022,December,Committee on Climate Change (CCC),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",0,0,1,1,16,16,32,29.6,5,5,0,0,54,51.6,0,0,0,0,0,0,0,0,0,54,51.6,205328,0,0,0,57759,24357,287444,0,0,0,287444,
2022,December,Companies House,Executive agency,"Department for Business, Energy & Industrial Strategy (BEIS)",431,380.56,323,304.66,349,336.99,100,97.64,7,7,0,0,1210,1126.85,16,16,63,63,0,0,79,79,0,1289,1205.85,3396275.24,101581.83,2419.95,30484.25,921419.44,359504.49,4811685.2,1050967.61,0,1050967.61,5862652.81,
2022,December,Competition Service,Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",6,6,1,1,4,3.8,8,8,0,0,1,1,20,19.8,0,0,0,0,0,0,0,0,2,20,19.8,75594.7,216.66,0,0,21376.13,8417.62,105605.11,0,4550,4550,110155.11,
2022,December,HM Land Registry,Non-ministerial department,"Department for Business, Energy & Industrial Strategy (BEIS)",1709,1604.667492,2339,2079.982733,2260,2038.12042,321,305.0867117,28,27.52702703,0,0,6657,6055.384384,0,0,221,221,0,0,221,221,6,6878,6276.384384,16912893.83,223405.74,4250,1435480.95,4420577.75,3842599.39,26839207.66,354298.41,1797,356095.41,27195303.07,
2022,December,Insolvency Service,Executive Agency,"Department for Business, Energy & Industrial Strategy (BEIS)",482,447.264,194,183.983,799,766.378,155,151.076,12,12,0,0,1642,1560.701,38,38,0,0,62,62,100,100,0,1742,1660.701,4583361.13,22982.75,49625,29440.9,1245708.55,491895.75,6423014.08,6441680.41,0,6441680.41,12864694.49,
2022,December,UK Intellectual Property Office,Executive Agency,"Department for Business, Energy & Industrial Strategy (BEIS)",217,197.58,437,408.5776773,615,591.8998033,410,388.6645211,24,23.7027027,0,0,1703,1610.424704,45,44.61,53,53,0,0,98,97.61,2,1801,1708.034704,5317700,208100,83255,148922,1519893,701998,7979868,891142,0,891142,8871010,
2022,December,Met Office,Executive agency,"Department for Business, Energy & Industrial Strategy (BEIS)",138,137.7,217,210.8,1308,1208.9,663,611.18,10,10,0,0,2336,2178.58,0,0,0,0,0,0,0,0,0,2336,2178.58,7039300.82,630176.02,0,0,871406.64,1945716.73,10486600.21,756134.59,0,756134.59,11242734.8,
2022,December,Nuclear Decommissioning Authority (NDA),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",0,0,0,0,0,0,0,0,0,0,366,358.42,366,358.42,4,3.8,27,27,0,0,31,30.8,0,397,389.22,2233921.53,91147.23,375294.76,0,595894.25,333921.01,3630178.78,397813.41,0,397813.41,4027992.19,
