Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,410,399.46,665,653.75,2205,2185.35,1614,1590.11,443,438.83,0,0,"5,337","5,268",53,52.82,0,0,32,31.29,6,5.78,91,89.89,"5,428","5,357",16879997.04,1125284.44,25946.11,158962.86,4669434.21,1690210.5,24549835.16,879557.78,185035.5,1064593.28,25614428.44,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,33,28.39,27,25.35,19,17.22,12,11.51,1,1,,,92,83,,,,,,,,,0,0,92,83,216538.63,9451.59,,1973.8,61270.16,22564.52,311798.7,,,0,311798.7,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,15,14.63,175,169.39,781,752.69,321,312.09,102,101.99,,,"1,394","1,351",55,50.33,57,56.5,,,,,112,106.83,"1,506","1,458",4673628.68,831584.35,0,22421.35,1343065.39,447440.07,7318139.84,447489.7,,447489.7,7765629.54,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,1,1,6,5,2,1.125,1,1,,,10,8,,,,,,,,,0,0,10,8,26646.95,,,,1530.69,2703.02,30880.66,,,0,30880.66,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,8,8,22,22,17,16.5,2,2,,,49,49,4,3.2,,,,,,,4,3.2,53,52,190382.4,,,,40705.69,20333.97,251422.06,27383.72,,27383.72,278805.78,
FCO Services,Executive Agency,Foreign and Commonwealth Office,134,131.92,212,206.81,423,415.93,216,198.09,6,6,68,68,"1,059","1,027",22,22,3,3,149,143.6,0,0,174,168.6,"1,233","1,195",3021066.78,592099.46,16380,282618.12,822710.65,351979.14,5086854.15,1740017.98,0,1740017.98,6826872.13,
