Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,124,115.2,453,433.4,958,925.5,679,651.4,93,90.3,,,"2,307",2216,41,27.7,0,0.0,14,14.0,0,0.0,55,42,"2,362","2,258","£8,362,576.60",£0.00,£0.00,"£55,967.48","£1,571,106.95","£689,046.77","£10,678,697.80","£289,952.96","£107,752.64","£397,705.60","£11,076,403.40","Please note ""Specialist Contractors"" data reflect those engagements through the Capita Managed Service Provider Framework only and not any engagements outside of that Framework. Not able to split by interims or specialist contractors. Data provided directly by Capita as part of Management Information collection.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded."
Education Funding Agency ,Executive Agency,Department for Education,24,22.2,64,60.8,289,280.7,319,315.1,29,28.5,,,725,707,16,16.0,0,0.0,159,147.9,0,0.0,175,164,900,871,"£2,296,655.24",£0.00,£0.00,"£2,197.33","£566,929.81","£256,232.47","£3,122,014.85","£361,632.01",£0.00,"£361,632.01","£3,483,646.86",
National College for Teaching and Leadership,Executive Agency,Department for Education,33,32.1,85,80.7,118,111.6,88,85.4,11,11.0,,,335,321,7,5.9,0,0.0,0,0.0,0,0.0,7,6,342,327,"£1,011,367.39",£0.00,£0.00,£0.00,"£205,866.01","£87,678.23","£1,304,911.63","£12,002.94","-£1,183.50","£10,819.44","£1,315,731.07",
Standards and Testing Agency,Executive Agency,Department for Education,0,0.0,20,19.7,41,40.2,35,34.0,3,3.0,,,99,97,1,1.0,0,0.0,9,2.9,0,0.0,10,4,109,101,"£323,319.20",£0.00,£0.00,£0.00,"£68,016.53","£29,249.02","£420,584.75","£9,288.36",£0.00,"£9,288.36","£429,873.11",
Children & Family Court Advisory & Support Services,Executive Non-Departmental Public Body,Department for Education,309,288.2,57,54.5,83,80.2,"1,393","1,256.1",30,28.8,,,"1,872",1708,167,167.0,3,3.0,0,0.0,0,0.0,170,170,"2,042","1,878","£5,717,443.00","£127,006.00",£0.00,"£4,228.00","£1,078,849.00","£514,028.00","£7,441,554.00","£813,623.00",£0.00,"£813,623.00","£8,255,177.00",Agency staff include Practitioners as well as Admin/Clerical
"Office for Standards in Education, Children's Services & Skills",Non-Ministerial Department,Department for Education,173,159.0,122,118.3,425,416.4,490,470.5,26,26.0,11,10.4,"1,247",1201,120,74.3,0,0.0,0,0.0,0,0.0,120,74,"1,367","1,275","£4,495,695.57","£209,337.49","£28,833.33","£9,955.49","£968,479.15","£455,681.18","£6,167,982.21","£235,819.96",£0.00,"£235,819.96","£6,403,802.17",
Office of Qualifications & Examinations Regulation,Non-Ministerial Department,Department for Education,5,5.0,30,29.0,79,78.0,61,60.3,7,7.0,14,14.0,196,193,6,6.0,16,16.0,9,9.0,0,0.0,31,31,227,224,"£721,418.00",£0.00,£0.00,"£2,238.00","£139,547.00","£66,511.00","£929,714.00","£288,949.00",£0.00,"£288,949.00","£1,218,663.00",
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,1,1.0,5,5.0,8,8.0,9,8.4,2,2.0,,,25,24,0,0.0,0,0.0,0,0.0,0,0.0,0,0,25,24,£0.00,"£92,768.85",£0.00,£0.00,"£18,611.24","£8,876.15","£120,256.24",£0.00,£0.00,£0.00,"£120,256.24",
