Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,406,394.3,635,623.1,1902,1884.8,1429,1405.4,416,412.9,,,4788,4720.5,50,49.8,,,32,31.4,6,5.8,88,87,4876,4807.5,20975633.83,1642564.69,56325,164501.97,3797183.27,2143955.76,28780164.52,472748.45,111539.41,584287.86,29364452.38,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,40,33.85,22,18.94,15,14.8,11,10.11,1,1,1,0,90,78.7,,,,,,,,,0,0,90,78.7,243776.05,20574.35,4269,1093.38,51819.96,27367.5,348900.24,,,0,348900.24,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,15,14.67,186,181.62,759,745.35,310,308.6,98,96.49,,,1368,1346.73,476,367.07,75,73.93,,,,,551,441,1919,1787.73,4534589.21,854933.38,18327.49,30968.45,996178.66,427556.42,6862553.61,682416.69,,682416.69,7544970.3,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,5,4,2,2,1,1,,,8,7,,,,,,,,,0,0,8,7,23981.2,,,,1277.58,2448,27706.78,,,0,27706.78,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,12,12,13,13,15,15,2,2,,,42,42,2,2,,,,,,,2,2,44,44,171667.17,,,,28853.58,17889.73,218410.48,6924.87,,6924.87,225335.35,
FCO Services,Executive Agency,Foreign and Commonwealth Office,117,115.36,187,182.02,406,398.22,191,171.04,7,7,60,60,968,933.64,42,42,6,6,160,155.9,4,4,212,207.9,1180,1141.54,2566023.17,564920.49,43747,296264.85,541084.55,314407,4326447.06,2037168.72,,2037168.72,6363615.78,
