Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,416,405.35,636,625.08,2099,2079.87,1624,1597.61,450,446.73,,,"5,225","5,155",54,53.82,0,0,30,29.29,7,6.44,91,89.55,"5,316","5,244","£18,475,692.90","£1,161,976.30","£8,676.86","£1,054,386.05","£4,908,767.14","£1,867,335.03","£27,476,834.28","£1,550,881.08","£335,272.82","£1,886,153.90","£29,362,988.18",
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,29,25.72,31,28.92,20,18.22,12,11.51,1,1,,,93,85,0,0,0,0,0,0,0,0,0,0,93,85,"£227,956.65","£8,723.09",£0.00,"£4,028.76","£62,783.40","£23,767.43","£327,259.33",£0.00,£0.00,£0.00,"£327,259.33",
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,11,9.96,186,176.08,765,735.17,316,306.52,101,100.89,,,"1,379","1,329",60,17.39,25,10.5,0,0,0,0,85,27.89,"1,464","1,357","£4,655,089.94","£657,377.42","£1,329.00","£5,191.73","£1,306,232.55","£438,479.95","£7,063,700.59","£675,905.50",£0.00,"£675,905.50","£7,739,606.09",
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,0,0,1,1,6,6,3,2.13,1,1,0,0,11,10,0,0,1,1,0,0,0,0,1,1,12,11,"£31,940.27",,,,"£2,031.48","£3,338.35","£37,310.10",£0.00,£0.00,£0.00,"£37,310.10",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,6,6,23,23,19,18.2,2,2,,,50,49,4,3.6,,,,,,,4,3.6,54,53,"£197,103.82",,,,"£45,009.47","£21,032.50","£263,145.79","£36,683.34",£0.00,"£36,683.34","£299,829.13",
FCO Services,Executive Agency,Foreign and Commonwealth Office,135,133.19,212,206.91,427,419.68,215,197.09,6,6,64,64,"1,059","1,027",17,17,3,3,127,124,0,0,147,144,"1,206","1,171","£2,993,618.71","£562,031.84","£9,717.00","£90,245.10","£823,454.01","£320,431.36","£4,799,498.02","£1,458,173.61",£0.00,"£1,458,173.61","£6,257,671.63",
