Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,437,426.4,653,641,2081,2064,1561,1537.6,441,436.6,,,5173,5105.6,51,50.8,0,0,30,29.5,5,4.8,86,85.1,5259,5190.7,15930699.27,1059708.58,13044,77449.83,4377028.25,1551754.88,23009684.81,138009.87,589618.36,727628.23,23737313.04,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,30,25.99,26,24.26,18,17.49,10,9.81,1,1,,,85,78.55,,,,,,,,,0,0,85,78.55,192923.62,10015.73,,1380.37,54293.55,19581.88,278195.15,,,0,278195.15,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,13,12.63,184,177.47,773,748.62,324,317.79,100,98.79,,,1394,1355.3,66,65.2,79,77.91,,,,,145,143.11,1539,1498.41,4583705.99,856641.24,2018643.81,23347.65,1301747.88,645180.39,9429266.96,530405.145,,530405.145,9959672.105,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,7,6,2,1.125,1,1,,,10,8.125,,,,,,,,,0,0,10,8.125,28959.05,,,,1726.13,2887.29,33572.47,,,0,33572.47,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,10,10,20,20,18,18,2,2,,,50,50,1,1,,,,,,,1,1,51,51,194910.93,,,,42563.99,20943.03,258417.95,7362.53,,7362.53,265780.48,
FCO Services,Executive Agency,Foreign and Commonwealth Office,128,126.47,213,207.49,419,410.9,199,181.82,9,6.03,62,62,1030,994.71,30,30,5,5,142,137,5,5,182,177,1212,1171.71,2968588.21,611338.3,1633748.58,266717.84,809515.58,539105.23,6829013.74,1702973.92,0,1702973.92,8531987.66,
