Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)","Notes for Cabinet Office
(Not for publication)"
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,
Ministry of Defence,Ministerial Department,Ministry of Defence,9868,9374.33027,5971,5797.584595,10510,10251.61865,2410,2367.412973,309,303.9702703,12359,11971.69486,12359,40066.61162,98,98,403,397,234,233.8918919,14,14,501,728.8918919,12860,40795.50351,,,,,,,0,,,0,0,,
Defence Equipment and Support,Ministerial Department,Ministry of Defence,0,0,0,0,0,0,0,0,0,0,10893,10528.21541,10893,10528.21541,2,2,10,10,601,597.8243243,0,0,12,609.8243243,10905,11138.03973,,,,,,,0,,,0,0,,
Defence Science and Technology Laboratory,Executive Agency,Ministry of Defence,130,127.1486486,249,234.1216216,2062,1983.114865,1896,1781.345405,37,31.48648649,0,0,4374,4157.217027,0,0,0,0,162,155.3,0,0,162,155.3,4536,4312.517027,14129618.9,193237.79,296500,222925.12,3844352.2,1550184.35,20236818.36,1211560.22,0,1211560.22,21448378.58,,
UK Hydrographic Office,Executive Non-Departmental Public Body,Ministry of Defence,75,73.52,229,213.59,473,453.35,64,62.81,5,5,0,0,846,808.27,10,9.4,0,0,18,16.11,0,0,28,25.51,874,833.78,2337792.9,66660.82,10000,39146.08,642753.16,250959.44,3347312.4,184984,0,184984,3532296.4,,
Royal Air Force Museum,Executive Non-Departmental Public Body,Ministry of Defence,74,62.8,74,71,26,25.8,17,16,4,4,0,0,195,179.6,0,0,0,0,0,0,0,0,0,0,195,179.6,332959,0,0,1884,27034,39059,400936,0,0,0,400936,,
National Army Museum,Executive Non-Departmental Public Body,Ministry of Defence,39,32.51,9,8.48,27,25.93,4,4,1,1,0,0,80,71.92,17,17,0,0,0,0,0,0,17,17,97,88.92,216493.71,0,0,0,25159.65,21833.51,263486.87,,,0,263486.87,,
National Museum of the Royal Navy,Executive Non-Departmental Public Body,Ministry of Defence,157,64.64,68,61.17,44,41.25,0,0,3,3,0,0,272,170.06,0,0,0,0,0,0,0,0,0,0,272,170.06,376446,,,,32745,27201,436392,,,0,436392,,
Defence Electronics and Components Agency,Executive Agency,Ministry of Defence,88,83.697299,241,223.638329,88,87.621622,14,14,1,1,60,0,492,409.95725,13,13,0,0,0,0,0,0,13,13,505,422.95725,1001252.31,35023.38,,27756.33,276317.95,99069.82,1439419.79,36204.07,60,36264.07,1475683.86,,
