Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,405,394.84,660,648.66,2169,2149.18,1626,1600,438,434.17,0,0,"5,298","5,227",49,48.82,0,0,32,31.29,6,5.78,87,85.89,"5,385","5,313",16914461.77,1121142.87,38944.48,192551.61,5245737.52,1694979.27,25207817.52,808273.04,406360.79,1214633.83,26422451.35,
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,29,25.72,28,25.92,20,18.22,12,11.51,1,1,,,90,82,,,,,,,,,0,0,90,82,218120.93,8979.31,1500,765,61499.19,22761.49,313625.92,0,0,0,313625.92,
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,13,12.63,177,171.39,790,760.08,321,312.09,100,99.99,,,"1,401","1,356",32,22.91,45,31.23,,,,,77,54.14,"1,478","1,410",4704789.44,842305.45,0,20566.51,1337586.61,437825.27,7343073.28,530853.37,,530853.37,7873926.65,
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,1,1,7,6,2,1.125,1,1,,,11,9,,,1,1,,,,,1,1,12,10,30389.15,,,,1727.15,2903.61,35019.91,1989.68,,1989.68,37009.59,
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,7,7,23,23,17,16.5,2,2,,,49,49,3,3,,,,,,,3,3,52,52,189500.8,,,,41997.89,20341.78,251840.47,18589.23,,18589.23,270429.7,
FCO Services,Executive Agency,Foreign and Commonwealth Office,134,132.12,215,209.81,423,415.74,217,199.09,6,6,68,68,"1,063","1,031",22,22,3,3,139,136,0,0,164,161,"1,227","1,192",3049193.35,615876.82,26397,322058.61,833672.47,363949.84,5211148.09,1443548.32,0,1443548.32,6654696.41,
