Year,Month,Organisation Name,Organisation Type,"Main , parent or sponsoring department",Payroll Staff; AO/AA; Headcount,Payroll Staff; AO/AA; Full-Time Equivalent,Payroll Staff; EO; Headcount,Payroll Staff; EO; Full-Time Equivalent,Payroll Staff; SEO/HEO; Headcount,Payroll Staff; SEO/HEO; Full-Time Equivalent,Payroll Staff; Grade 6/7; Headcount,Payroll Staff; Grade 6/7; Full-Time Equivalent,Payroll Staff; SCS; Headcount,Payroll Staff; SCS; Full-Time Equivalent,"Payroll Staff; Other, unknown, unspecified; Headcount","Payroll Staff; Other, unknown, unspecified; Full-Time Equivalent","Payroll Staff, Total; Headcount","Payroll Staff, Total; Full-Time Equivalent","Non-payroll staff, Admin and Clerical; Headcount","Non-payroll staff, Admin and Clerical; Full-Time Equivalent","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Headcount","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Full-Time Equivalent","Non-payroll staff, Other Contingent Labour; Headcount","Non-payroll staff, Other Contingent Labour; Full-Time Equivalent","Non-payroll staff, Total Contingent labour, Headcount","Non-payroll staff, Total Contingent labour, Full-Time Equivalent","Non-payroll staff, Consultancy; Number of Contracts",Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-Time Equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-Consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer Pension Contributions,Payroll staff costs; Employer National Insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
2025,September,"Department for Science, Inovation &Technology (DSIT)",Ministerial Department,"Department for Science, Innovation &Technology (DSIT)",11,10.42,119,117.02,1136,1117.66,1934,1892.49,181,175.2,0,0,3381,3312.79,1,1,171,162.02,0,0,172,163.02,9,3553,3475.81,15328096,1328797,26000,29739,4468643,2298458,23479733,3000294,3460409,6460703,29940436
2025,September,UK Intellectual Property Office,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",108,99.45,502,476.21,650,622.83,468,438.59,19,19,0,0,1747,1656.08,105,105,32,32,0,0,137,137,4,1884,1793.08,6586029,255268,72093,104208,1953246,939155,9909999,946301,0,946301,10856300
2025,September,Met Office,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",71,69.91753,325,318.951332,1382,1305.148677,734,690.700867,10,10,0,0,2522,2394.718406,0,0,0,0,0,0,0,0,0,2522,2394.718406,8760788,467617,574103,0,2467716,1292881,13563105,1377108,0,1377108,14940213
2025,September,UK Space Agency,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",1,1,7,7,159,155.44,164,161.2,11,11,0,0,342,335.64,0,0,11,10.4,0,0,11,10.4,2,353,346.04,1400181.1,61285.88,0,0,410974.08,198498.97,2070940.03,82255.92,229573.26,311829.18,2382769.21
2025,September,UKRI,Executive Non-Departmental Public Body,"Department for Science, Innovation &Technology (DSIT)",542,510.51,1075,1030.81,4509,4367.15,1195,1160.43,246,238.01,242,236.58,7809,7543.49,1,1,668,141.73,4,0,673,142.73,0,8482,7686.22,32679280.18,1007675.41,63479,242759.35,25341393.75,4545378.638,63879966.32,1560381.25,86073.66,1646454.91,65526421.23
2025,September,Building Digital UK - (BDUK),Executive Agency,"Department for Science, Innovation &Technology (DSIT)",1,1,12,12,114,111.38,125,122.74,9,8.8,0,0,261,255.92,0,0,6,6,9,6.81,15,12.81,0,276,268.73,1092004.84,48601.48,0,0,322485.75,154566.7,1617658.77,8099.27,491041.6,499140.87,2116799.64
2025,September,Information Commissioner's Office (ICO),Executive Non-Departmental Public Body,"Department for Science, Innovation &Technology (DSIT)",20,17.6,186,172.1673,549,521.7716,297,286.9469,32,31.6649,11,0.95,1095,1031.1007,3,3,3,3,3,3,9,9,0,1104,1040.1007,4310871.18,19919.25,0,21295.35,1232893.69,595324.21,6180303.68,51624,0,51624,6231927.68
