Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,708,692,760,747,1638,1626,1207,1181,410,408,0,0,"4,723","4,654",34,34,,,38,37,6,6,78,77,"4,801","4,731","£13,406,950.59","£1,007,964.04","£81,460.05","£127,769.16","£2,636,393.66","£968,882.24","£18,229,419.74","£468,481.00",,"£468,481.00","£18,697,900.74",The allowance figure does not include any compensatory allowances paid to staff due to their overseas commitments
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,34,32.02,17,15.41,13,11.95,10,9.92,1,1,4,4,79,74,,,,,,,,,0,0,79,74,"£162,362.00","£10,137.00","£1,020.00","£2,187.00","£29,368.00","£13,054.00","£218,128.00",,,£0.00,"£218,128.00",
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,19,18.6,189,181.38,737,719.25,270,267.25,61,59.87,,,"1,276","1,246",116,114.32,79,75.64,,,,,195,189.96,"1,471","1,436","£3,856,974.60","£861,001.66","£6,450.00","£9,334.08","£800,616.01","£303,313.26","£5,837,689.61",,,£0.00,"£5,837,689.61",
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,3,2.5,2,2,1,1,,,6,6,,,,,,,,,0,0,6,6,"£20,834.50",£905.25,,,"£2,871.84","£2,067.76","£26,679.35",,,£0.00,"£26,679.35",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,7,7,9,9,3,3,2,2,,,21,21,,,,,,,,,0,0,21,21,"£80,279.90",,,,"£13,042.21","£7,933.10","£101,255.21",,,£0.00,"£101,255.21",
FCO Services,Executive Agency,Foreign and Commonwealth Office,146,143.51,189,185.42,474,455.82,132,130.9,10,9.8,0,0,951,925,62,62,13,13,316,313.99,0,0,391,388.99,"1,342","1,314","£2,439,446.42","£462,375.66","£13,950.00","£167,197.10","£463,458.53","£226,425.51","£3,772,853.22","£2,418,971.91",£0.00,"£2,418,971.91","£6,191,825.13",
