Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Cabinet Office,Ministerial Department,Cabinet Office,145,140.41,377,369.93,677,663.01,1131,1110.80,268,262.48,186,182.50,"2,784","2,729",6,6,147,147,144,144,0,0,297,297,"3,081","3,026","£10,196,725.53","£420,053.03","£16,000.00","£75,198.94","£2,232,608.72","£1,220,478.73","£14,161,064.95","£2,664,045.00","£435,513.00","£3,099,558.00","£17,260,622.95"
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,1,0.56,4,4.00,8,7.20,5,5.00,1,1.00,0,0.00,19,18,0,0,0,0,0,0,0,0,0,0,19,18,"£53,316.83",£166.67,£0.00,£0.00,"£11,746.20","£5,973.10","£71,202.80",£0.00,£0.00,£0.00,"£71,202.80"
Crown Commercial Services,Executive Agency,Cabinet Office,26,25.03,107,102.02,321,311.17,217,208.82,51,50.00,0,0.00,722,697,29,29,0,0,0,0,0,0,29,29,751,726,"£2,743,782.81","£3,582.81",£0.00,£0.00,"£539,363.60","£309,081.60","£3,595,810.82","£288,408.25","£10,000.00","£298,408.25","£3,894,219.07"
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,101,95.00,437,401.00,250,233.00,73,72.00,18,18.00,0,0.00,879,819,8,8,0,0,1,0,0,0,9,8,888,827,"£2,016,749.06","£32,740.19",£0.00,"£12,343.38","£410,150.01","£199,149.53","£2,671,132.17","£26,499.80",£0.00,"£26,499.80","£2,697,631.97"
