Year,Month,Organisation Name,Organisation Type,"Main , parent or sponsoring department",Payroll Staff; AO/AA; Headcount,Payroll Staff; AO/AA; Full-Time Equivalent,Payroll Staff; EO; Headcount,Payroll Staff; EO; Full-Time Equivalent,Payroll Staff; SEO/HEO; Headcount,Payroll Staff; SEO/HEO; Full-Time Equivalent,Payroll Staff; Grade 6/7; Headcount,Payroll Staff; Grade 6/7; Full-Time Equivalent,Payroll Staff; SCS; Headcount,Payroll Staff; SCS; Full-Time Equivalent,"Payroll Staff; Other, unknown, unspecified; Headcount","Payroll Staff; Other, unknown, unspecified; Full-Time Equivalent","Payroll Staff, Total; Headcount","Payroll Staff, Total; Full-Time Equivalent","Non-payroll staff, Admin and Clerical; Headcount","Non-payroll staff, Admin and Clerical; Full-Time Equivalent","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Headcount","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Full-Time Equivalent","Non-payroll staff, Other Contingent Labour; Headcount","Non-payroll staff, Other Contingent Labour; Full-Time Equivalent","Non-payroll staff, Total Contingent labour, Headcount","Non-payroll staff, Total Contingent labour, Full-Time Equivalent","Non-payroll staff, Consultancy; Number of Contracts",Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-Time Equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-Consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer Pension Contributions,Payroll staff costs; Employer National Insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
2024,April,"Department for Science, Inovation &Technology (DSIT)",Ministerial Department,"Department for Science, Inovation &Technology (DSIT)",8,7.42,105,103.87,786,775.86,1076,1058.11,132,127.49,0,0,2107,2072.75,1,1,77,70.27,0,0,78,71.27,6,2185,2144.02,8928047.74,421952.08,154816,56655.51,2571276.02,1094420.67,13227168.02,578035.46,722828.89,1300864.35,14528032.37
2024,April,UK Intellectual Property Office,Executive Agency,"Department for Science, Inovation &Technology (DSIT)",162,145.93,464,437.61,664,638.31,452,425.78,22,21.57,0,0,1764,1669.2,74,74,34,34,0,0,108,108,6,1872,1777.2,6082084,228545,73004,60142,1795487,706499,8945761,590698,0,590698,9536459
2024,April,Met Office,Executive Agency,"Department for Science, Inovation &Technology (DSIT)",93.13,94,266.93,273,1251.48,1326,647.28,683,10,10,0,0,2268.82,2386,0,0,0,0,0,0,0,0,0,2268.82,2386,7963994,495610,451572,0,2358065,1137018,12406259,960416,0,960416,13366675
2024,April,UK Space Agency,Executive Agency,"Department for Science, Inovation &Technology (DSIT)",1,1,9,9,152,150,145,142.8,10,10,0,0,317,312.8,4,4,29,29,0,0,33,33,2,350,345.8,1290900.85,37486.02,0,0,375340.13,150071.57,1853798.57,285466.96,0,285466.96,2139265.53
2024,April,UKRI,Executive Non-Departmental Public Body,"Department for Science, Inovation &Technology (DSIT)",566,532.38,1122,1077.83,4517,4369.61,1079,1045.3,244,236.84,248,241.21,7776,7503.17,3,2,743,132.24,3,2,749,136.24,0,8525,7639.41,30452980.15,1093863.21,24215.4,245189.15,24580694.24,3496739.032,59893681.18,1964453.6,538291.01,2502744.61,62396425.79
2024,April,Building Digital UK - (BDUK),Executive Agency,"Department for Science, Inovation &Technology (DSIT)",1,1,15,15,110,109.2,159,157.86,11,11,0,0,296,294.06,0,0,10,7.7,0,0,10,7.7,54,306,301.76,1387788.9,47507.45,3950,0,328749.5,139304.4,1907300.25,142332,955220.26,1097552.26,3004852.51
2024,April,Information Commissioner's Office (ICO),Executive Non-Departmental Public Body,"Department for Science, Inovation &Technology (DSIT)",22,18.5,198,182.5647,561,533.1579,288,280.1631,38,37.0649,11,0.95,1118,1052.4006,4,4,4,4,2,1.9,10,9.9,0,1128,1062.3006,4038734.59,15352.45,0,7166.13,1145646.57,450708.52,5657608.26,26010,0,26010,5683618.26
