Organisation Name,,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",446,432.94,735,712.47,2706,"2,668.91",3028,"2,966.92",544,537.54,22,22,"7,481","7,341",61,61,0,0,35,34.15,8,7.44,104,102.59,"7,585","7,443","£26,135,627.62","£1,167,452.28","£50,400.76","£193,998.55","£7,777,964.29","£2,735,549.48","£38,060,992.98","£2,294,629.69","£105,063.55","£2,399,693.24","£40,460,686.22",
Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",24,21.28,28,25.63,22,20.19,12,11.51,2,2,0,0,88,81,0,0,0,0,0,0,0,0,0,0,88,81,"£227,396.88","£8,233.31",£0.00,£627.64,"£63,714.82","£23,882.77","£323,855.42",£0.00,£0.00,£0.00,"£323,855.42",
British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",9,9,159,152.7,728,701.82,315,308.47,102,100.79,0,0,"1,313","1,273",71,31.26,16,5.91,0,0,0,0,87,37.17,"1,400","1,310","£4,480,328.41","£741,012.16",£0.00,"£13,520.80","£1,259,859.53","£430,442.50","£6,925,163.40","£1,166,227.67",£0.00,"£1,166,227.67","£8,091,391.07",
Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,1,1,5,5,3,2.13,1,1,0,0,10,9,0,0,1,1,0,0,0,0,1,1,11,10,"£28,891.24",£0.00,£0.00,£0.00,"£1,838.53","£3,047.57","£33,777.34",£0.00,£0.00,£0.00,"£33,777.34",
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,7,5.3,25,25,19,18.2,3,3,0,0,54,52,1,0.6,0,0,0,0,0,0,1,0.6,55,52,"£224,064.21",£0.00,£0.00,£0.00,"£51,165.53","£23,911.98","£299,141.72","£3,600.00",£0.00,"£3,600.00","£302,741.72",
FCDO Services,Executive Agency,"Foreign, Commonwealth & Development Office",132,130.19,210,205.23,440,433.3,222,198.99,6,6,47,47,"1,057","1,021",14,14,3,3,105,99.26,0,0,122,116.26,"1,179","1,137","£3,155,277.97","£593,148.87","£18,900.00","£177,925.41","£860,632.09","£352,929.01","£5,158,813.35","£1,153,254.30",£0.00,"£1,153,254.30","£6,312,067.65",
Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,
