Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Foreign and Commonwealth Office,Ministerial Department,Foreign and Commonwealth Office,470,456.8,667,652.1,1682,1666.5,1233,1215.4,413,409.9,,,4465,4400.7,42,42,,,30,29.4,4,4,76,75.4,4541,4476.1,12768976.96,897199.26,30205,144046.84,2793492.7,1187862.76,17821783.52,323375.96,83328.15,406704.11,18228487.63
Wilton Park Executive Agency,Executive Agency,Foreign and Commonwealth Office,33,28.35,22,20.51,14,12.25,9,9,0,0,6,6,84,76.11,,,,,,,,,0,0,84,76.11,161106,10373,0,4782,33362,16315,225938,,,0,225938
British Council,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,27,26.66666667,214,204.4444444,887,833.32,338,331.1766667,90,87.90111111,,,1556,1483.508889,173,169.41,110,88.84,,,,,283,258.25,1839,1741.758889,4839559.68,1040102.83,0,30348.75,1068805.26,447189.28,7426005.8,334083.85,,334083.85,7760089.65
Great Britain - China Centre,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,8,7.5,3,3,1,1,,,12,11.5,,,,,,,,,0,0,12,11.5,38234.35,649.98,,,2887.93,4070.53,45842.79,,,0,45842.79
Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0
Westminster Foundation for Democracy,Executive Non-Departmental Public Body,Foreign and Commonwealth Office,,,12,12,12,12,8,8,2,2,,,34,34,4,4,,,,,,,4,4,38,38,115685.12,,,,19998.18,12109.57,147792.87,17787.14,,17787.14,165580.01
FCO Services,Executive Agency,Foreign and Commonwealth Office,114,112.14,174,170.04,383,373.58,164,145,6,6,0,0,841,806.76,52,52,14,14,142,137.9,0,0,208,203.9,1049,1010.66,2259497.98,470023.7,10890,324260.16,476308.43,279162.76,3820143.03,1130764.37,0,1130764.37,4950907.4
