Year,Month,Organisation Name,Organisation Type,"Main , parent or sponsoring department",Payroll Staff; AO/AA; Headcount,Payroll Staff; AO/AA; Full-Time Equivalent,Payroll Staff; EO; Headcount,Payroll Staff; EO; Full-Time Equivalent,Payroll Staff; SEO/HEO; Headcount,Payroll Staff; SEO/HEO; Full-Time Equivalent,Payroll Staff; Grade 6/7; Headcount,Payroll Staff; Grade 6/7; Full-Time Equivalent,Payroll Staff; SCS; Headcount,Payroll Staff; SCS; Full-Time Equivalent,"Payroll Staff; Other, unknown, unspecified; Headcount","Payroll Staff; Other, unknown, unspecified; Full-Time Equivalent","Payroll Staff, Total; Headcount","Payroll Staff, Total; Full-Time Equivalent","Non-payroll staff, Admin and Clerical; Headcount","Non-payroll staff, Admin and Clerical; Full-Time Equivalent","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Headcount","Non-payroll staff, Interim Managers, Specialist Contractors & Medical; Full-Time Equivalent","Non-payroll staff, Other Contingent Labour; Headcount","Non-payroll staff, Other Contingent Labour; Full-Time Equivalent","Non-payroll staff, Total Contingent labour, Headcount","Non-payroll staff, Total Contingent labour, Full-Time Equivalent","Non-payroll staff, Consultancy; Number of Contracts",Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-Time Equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-Consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer Pension Contributions,Payroll staff costs; Employer National Insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,
2022,November,"Department for Business, Energy and Industrial Strategy",Ministerial Department,"Department for Business, Energy & Industrial Strategy (BEIS)",71,69.77,369,358.41,2373,2344.37,2761,2691.26,336,321.97,0,0,5910,5785.78,5,5,201,175.6,0,0,206,180.6,5,6116,5966.4,23811180.63,885695.42,1060236,80258.03,6723369.34,2936775.25,35497514.67,-457845,64348,-393497,35104017.67,
2022,November,Advisory Conciliation & Arbitration Service (ACAS),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",47,39.9,297,277.85,614,568.81,54,50.9,8,8,0,0,1020,945.46,0,0,1,1,0,0,1,1,0,1021,946.5,2676383.4,21804.65,21973.5,2483.8,727410.07,271684.42,3721739.84,0,0,0,3721739.84,
2022,November,Civil Nuclear Police Authority (CNPA),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",1418,1389.76,167,161.54,32,30.69,0,0,0,0,0,0,1617,1581.99,0,0,0,0,0,0,0,0,0,1617,1582,5216212,209066,0,651653,1051974,692037,7820942,0,0,0,7820942,
2022,November,Coal Authority,Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",11,9.8,27,25.8,202,195.74,83,81.5,3,3,0,0,326,315.84,13,11.6,0,0,0,0,13,11.6,0,339,327.4,1239096.01,18923.23,4181.58,1069.69,330920.05,140515.02,1734705.58,115941,0,115941,1850646.58,
2022,November,Committee on Climate Change (CCC),Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",0,0,1,1,16,16,26,24.6,5,5,0,0,48,46.6,0,0,0,0,0,0,0,0,0,48,46.6,215718,0,0,0,38049,17159,270926,0,0,0,270926,
2022,November,Companies House,Executive agency,"Department for Business, Energy & Industrial Strategy (BEIS)",433,382.52,323,304.53,346,334.13,100,97.91,7,7,0,0,1209,1126.09,1,1,43,43,0,0,44,44,0,1253,1170.1,2964432.18,115577.65,63600,49739.34,840842.44,316757.47,4350949.08,891634.4,0,891634.4,5242583.48,
2022,November,Competition Service,Executive non-departmental public body,"Department for Business, Energy & Industrial Strategy (BEIS)",5,5,1,1,4,3.8,8,8,0,0,1,1,19,18.8,0,0,0,0,0,0,0,0,2,19,18.8,80842.77,216.66,0,0,22278.26,9646.13,112983.82,0,5750,5750,118733.82,
2022,November,HM Land Registry,Non-ministerial department,"Department for Business, Energy & Industrial Strategy (BEIS)",1720,1614.52,2354,2095.04,2275,2051.11,319,302.9,28,27.53,0,0,6696,6091.09,0,0,222,222,0,0,222,222,3,6918,6313.1,16962187.86,293334.68,300,962374.16,4447742.42,4399804.08,27065743.2,194293.62,5855.29,200148.91,27265892.11,
2022,November,Insolvency Service,Executive Agency,"Department for Business, Energy & Industrial Strategy (BEIS)",500,464.39,199,188.55,783,751.25,154,150.08,12,12,0,0,1648,1566.27,0,0,0,0,0,0,0,0,0,1648,1566.3,4566732.05,24561.8,40498,21498.71,1352998.08,535394.88,6541683.52,6541683.52,0,6541683.52,13083367.04,
2022,November,UK Intellectual Property Office,Executive Agency,"Department for Business, Energy & Industrial Strategy (BEIS)",219,199.58,438,409.11,622,598.81,410,389.27,24,23.7,0,0,1713,1620.47,0,0,0,0,0,0,0,0,0,1713,1620.5,5345499,202140,53528,120060,1519613,604007,7844847,1176370,0,1176370,9021217,
