Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Cabinet Office,Ministerial Department,Cabinet Office,139,135.16,364,356.44,608,593.82,855,837.73,229,223.02,174,168.93,"2,369","2,315",2,2.00,149,149.00,62,62.00,0,0.00,213,213,"2,582","2,528","£8,355,030.64","£409,078.66","£423,600.00","£109,920.58","£1,906,750.42","£1,065,457.12","£12,269,837.42","£5,986,904.42","£238,231.46","£6,225,135.88","£18,494,973.30"
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,1,0.56,3,3.00,6,5.59,4,4.00,1,1.00,0,0.00,15,14,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15,14,"£44,757.35",£736.08,£0.00,£0.00,"£9,791.24","£4,972.10","£60,256.77",£0.00,£0.00,£0.00,"£60,256.77"
Crown Commercial Services,Executive Agency,Cabinet Office,27,24.75,112,107.47,322,311.50,189,184.72,64,59.63,0,0.00,714,688,1,1.00,57,56.00,0,0.00,0,0.00,58,57,772,745,"£2,524,327.94","£3,398.71","£110,000.00",£0.00,"£519,944.46","£297,361.66","£3,455,032.77","£807,510.29","£115,918.33","£923,428.62","£4,378,461.39"
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,98,92.00,456,416.00,248,233.00,70,68.00,18,18.00,0,0.00,890,827,9,9.00,0,0.00,3,0.50,0,0.00,12,9.5,902,837,"£1,967,692.12","£31,429.84","£30,367.00","£3,326.32","£391,548.17","£205,814.05","£2,630,177.50","£41,999.14",£0.00,"£41,999.14","£2,672,176.64"
