Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,97,90.63,467,448.94,982,946.81,700,670.31,110,103.95,,,2356,2260.64,42,34.67,4,3.6,79,79,,,125,117.27,2481,2377.91,7235909.88,,0,35949.7,1792374.36,944226.21,10008460.15,1200688.06,89055.38,1289743.44,11298203.59,"Please note we are unable to split the contingent labour by interims or specialist contractors with regards to the departments preferred frameworks. Consultants/Consultancy cannot be measured in HC or FTE.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded and from May 2014 Brook Street information will be recorded."
Education Funding Agency ,Executive Agency,Department for Education,25,23.77,139,134.71,307,296.14,376,368.23,27,27,,,874,849.85,26,26,0,0,219,208.6,0,0,245,234.6,1119,1084.45,2775069.65,,-662053.81,902.04,712544.51,385147.13,3211609.52,557837.42,0,557837.42,3769446.94,
National College for Teaching and Leadership,Executive Agency,Department for Education,17,17,72,68.62,114,105.4,62,58.92,7,7,,,272,256.94,13,8.95,,,,,,,13,8.95,285,265.89,584576.63,,0,212.66,171034.17,80304.92,836128.38,25693.67,0,25693.67,861822.05,
Standards and Testing Agency,Executive Agency,Department for Education,0,0,19,19,70,68.05,26,25.53,4,4,,,119,116.58,,,,,7,1.27,1,0.01,8,1.28,127,117.86,313040.88,,0,9517.96,87018.56,42490.13,452067.53,0,25478.9,25478.9,477546.43,
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,1,1,13,12.4,7,6.6,2,2,,,23,22,0,0,0,0,1,1,0,0,1,1,24,23,95824.99,870.95,0,0,17500.46,9880.76,124077.16,0,0,0,124077.16,
Equality & Human Rights Commission,Executive Non-Departmental Public Body,Department for Education,6,5.37,17,16.2,114,108.53,52,49.17,12,11.83,0,0,201,191.1,1,1,4,3.4,,,,,5,4.4,206,195.5,631573,13473,0,0,139205,70228,854479,51324,0,51324,905803,
