Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Cabinet Office,Ministerial Department,Cabinet Office,238,225.13,532,517.95,939,917.79,1508,1480.03,350,342.71,1737,1727.73,"5,304","5,211",3,3,103,99.1,136,135,0,0,242,237.1,"5,546","5,448","£18,702,431.03","£631,148.82","£68,335.25","£126,677.60","£3,995,722.97","£2,172,789.39","£25,697,105.06","£216,389.00",£0.00,"£216,389.00","£25,913,494.06"
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,1,0.56,4,4.00,4,3.80,5,4.80,0,0.00,1,1.00,15,14,0,0,0,0,0,0,0,0,0,0,15,14,"£50,349.63",£166.67,£881.26,£0.00,"£11,109.90","£5,639.70","£68,147.16",£0.00,£0.00,£0.00,"£68,147.16"
Crown Commercial Services,Executive Agency,Cabinet Office,30,28.50,95,88.54,309,295.20,191,180.58,26,23.00,0,0.00,651,616,37,37,0,0,0,0,0,0,37,37,688,653,"£2,074,134.55","£33,071.48",£0.00,£0.00,"£426,451.55","£229,318.83","£2,762,976.41","£416,672.12","£97,270.42","£513,942.54","£3,276,918.95"
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,68,64.00,416,380.00,247,233.00,68,67.00,16,16.00,0,0.00,815,760,34,34,0,0,3,2,0,0,37,36,852,796,"£1,997,227.41","£35,593.64",£0.00,"£9,334.82","£410,936.11","£200,801.56","£2,653,893.54","£75,591.99",£0.00,"£75,591.99","£2,729,485.53"
