Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Cabinet Office,Ministerial Department,Cabinet Office,145,141.14,363,353.20,532,520.75,790,776.75,233,227.41,123,121.51,"2,186","2,141",4,4,178,178,13,12,5,1,200,195,"2,386","2,336","£7,616,252.33","£437,706.19","£15,714.49","£96,305.32","£1,745,220.62","£758,303.59","£10,669,502.54","-£1,207,284.00","£1,710,541.00","£503,257.00","£11,172,759.54"
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,3,3.00,5,4.80,4,4.00,1,1.00,0,0.00,15,14,0,0,0,0,0,0,0,0,0,0,15,14,"£46,668.02","£1,708.24",£0.00,£0.00,"£10,578.89","£4,155.55","£63,110.70",£0.00,£0.00,£0.00,"£63,110.70"
Crown Commercial Services,Executive Agency,Cabinet Office,29,27.33,111,108.47,324,315.22,181,177.96,65,62.63,0,0.00,710,692,2,2,52,51,0,0,0,0,54,53,764,745,"£2,571,294.01","£4,743.77",£0.00,£0.00,"£528,039.80","£244,699.09","£3,348,776.67","£542,621.96","£1,504.56","£544,126.52","£3,892,903.19"
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,90,85.00,468,429.00,258,242.00,69,67.00,16,16.00,0,0.00,901,839,27,27,0,0,4,0.5,0,0,31,27.5,932,867,"£1,987,143.71","£35,109.54",£0.00,"£17,165.42","£401,727.77","£148,177.86","£2,589,324.30","£108,514.93",£0.00,"£108,514.93","£2,697,839.23"
