Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2022,February,Department for Transport ,Ministerial Department,Department for Transport,146,125.2,368,358.12,1500,1473.01,1437,1404.4,223,213.83,0,0,"3,674","3,575",27,26.89,0,0,20,20,0,0,47,46.89189189,"3,721","3,621","14,661,158.96","185,660.65","326,380.66","43,346.18","3,930,448.31","1,710,383.21","£20,857,377.97","£452,735.10","£5,228,429.69","£5,681,164.79","£26,538,542.76",
2022,February,Driver and Vehicle Licensing Agency,Executive Agency,Department for Transport,4094,3472.71,939,879.4,991,955.94,289,277.53,7,6.61,0,0,"6,320","5,592",0,0,0,0,11,8.65,0,0,11,8.65,"6,331","5,601","£12,052,535.00","£470,884.00","£1,109,900.00","£271,101.00","£3,236,649.00","£1,251,164.00","£18,392,233.00","£191,883.00","£69,360.00","£261,243.00","£18,653,476.00",
2022,February,Driver and Vehicle Standards Agency,Executive Agency,Department for Transport,"1,120.00","1,044.73","2,662.00","2,485.90","1,003.00",978.17,129,128.33,9,8.75,0,0,"4,923","4,646",59,59,17,17,11,11,0,0,87,87,"5,010","4,733","£11,092,884.81","£670,926.34","£167,340.00","£366,060.84","£2,945,777.99","£1,255,558.66","£16,498,548.64","£351,684.44","£9,103.66","£360,788.10","£16,859,336.74",
2022,February,Maritime and Coastguard Agency,Executive Agency,Department for Transport,279,262.51,230,223.46,551,538.98,167,161.72,7,6.65,0,0,"1,234","1,193",15,15,0,0,0,0,0,0,15,15,"1,249","1,208","£3,427,808.87","£336,732.33","£58,800.00","£50,496.91","£939,040.28","£407,604.33","£5,220,482.72","£33,820.00",,"£33,820.00","£5,254,302.72",
2022,February,Vehicle Certification Agency,Executive Agency,Department for Transport,51,45.88,41,38.41,98,94.82,17,17,1,1,0,0,208,197,5,5,0,0,0,0,0,0,5,5,213,202,"£620,587.00","£22,777.00","£3,250.00","£12,211.00","£156,800.00","£66,636.00","£882,261.00","£25,217.00",,"£25,217.00","£907,478.00",
2022,February,British Transport Police Authority,Executive Non-Departmental Public Body,Department for Transport,0,0,0,0,4,4,7,5.8,4,4,0,0,15,14,0,0,0,0,0,0,0,0,0,0,15,14,"£71,550.00","£3,307.00",,,"£9,445.00","£8,110.00","£92,412.00",£0.00,£0.00,£0.00,"£92,412.00",
2022,February,High Speed 2,Executive Non-Departmental Public Body,Department for Transport,93,92.69,90,89.6,498,493.47,792,787.11,281,280.31,0,0,"1,754","1,743",96,96,50,50,199,198.8,0,0,345,344.8,"2,099","2,088","£10,181,450.45",£0.00,£0.00,£0.00,"£1,090,892.85","£1,097,931.36","£12,370,274.66","£1,583,154.09",£0.00,"£1,583,154.09","£13,953,428.75",
2022,February,Northern Lighthouse Board,Executive Non-Departmental Public Body,Department for Transport,22,5.96,16,14.8,71,70.2,17,17,3,3,75,69.7,204,181,12,6.31,0,0,0,0,0,0,12,6.31,216,187,"£652,329.33","£23,375.82",,"£23,165.41","£182,465.34","£79,950.13","£961,286.03","£35,661.51",,"£35,661.51","£996,947.54",
2022,February,Transport Focus,Executive Non-Departmental Public Body,Department for Transport,0,0,7,6.8,22,22,12,10.95,4,4,0,0,45,44,0,0,0,0,4,1,0,0,4,1,49,45,"£183,781.00","£2,432.00",£250.00,,"£48,802.00","£21,145.00","£256,410.00","£15,779.00",,"£15,779.00","£272,189.00",
2022,February,Trinity House,Executive Non-Departmental Public Body,Department for Transport,0,0,0,0,0,0,0,0,0,0,290,277,290,277,17,17,0,0,0,0,0,0,17,17,307,294,"£889,967.57","£3,748.89",£0.00,"£20,869.90","£240,853.63","£101,685.30","£1,257,125.29","£48,271.49",,"£48,271.49","£1,305,396.78",
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
