Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff AA/AO Headcount,"Payroll staff AA/AO Full-time 
equivalent",Payroll Staff EO Headcount,"Payroll staff EO Full-time
equivalent", Payroll Staff HEO/SEO Headcount," Payroll Staff HEO/SEO Full-time 
equivalent", Payroll Staff Grade 6/7 Headcount," Payroll Staff Grade 6/7 Full-time 
equivalent",Payroll Staff SCS Headcount,"Payroll Staff SCS Full-time 
equivalent","Payroll Staff Other, unknown, or unspecified Headcount","Payroll Staff Other, unknown, or unspecified Full-time 
equivalent","Payroll staff Total
Employees Headcount","Payroll staff Total
Employees Full-time 
equivalent",Non payroll staff Agency staff (clerical/admin) Headcount,"Non payroll staff Agency staff (clerical/admin) Full-time 
equivalent",Non Payroll staff Interim Mangers &  Specialist Contractors & Medical: Headcount,Non Payroll staff Interim Mangers &  Specialist Contractors & Medical; Full-time Equivalent,Non Payroll staff other Contingent Labour  Headcount,Non Payroll staff other Contingent Labour  Full-time equivalent,Non-payroll staff; total contingent labour; headcount Excluding Consultancy,Non-payroll staff; total contingent labour; full time equivalent  Excluding Consultancy,Non-payroll staff; consultancy; number of contracts,Grand total (workforce numbers); headcount Excluding Consultancy,Grand total (workforce numbers); full-time equivalent Excluding Consultancy,Payroll staff costs; salary,Payroll staff costs; allowances,Payroll staff costs; non-consolidated performance payments,Payroll staff costs; overtime -,Payroll staff costs; employer pension contributions,Payroll staff costs; employer national insurance contributions,Payroll staff costs; total paybill,"Non-payroll staff costs; contingent labour (clerical and admin) staff, interim managers and specialist contractors",Non-payroll staff costs; consultants ,Non payroll staff costs; total staff costs ,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)",
2024,July,"Foreign, Commonwealth & Development Office",Ministerial Department,"Foreign, Commonwealth & Development Office",342,331.41,698,682.19,3180,3146.35,3420,3350.1,570,566.84,0,0,"8,210",8076.89,64,64,288,288,68,68,420,420,0,"8,630","8,497","£37,172,832.08","£2,085,893.46",£0.00,"£256,318.44","£9,174,160.38","£3,640,411.24","£52,329,615.60","£5,155,253.00","£314,259.00","£5,469,512.00","£57,799,127.60",,
2024,July,Wilton Park Executive Agency,Executive Agency,"Foreign, Commonwealth & Development Office",14,12.36,29,26.09,30,28.35,12,11.62,4,4,0,0,89,82.42,0,0,0,0,0,0,0,0,0,89,82.42,"£277,697.13","£3,150.12","£84,600.00",£0.00,"£79,752.35","£40,957.60","£486,157.20",£0.00,£0.00,£0.00,"£486,157.20",,
2024,July,British Council,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",6,6,110,105.85,602,578.38,301,290.61,117,115.33,0,0,"1,136",1096.17,105,54.31,28,11.17,0,0,133,65.48,0,"1,269","1,161.65","£4,661,459.48","£410,634.04",£0.00,"£16,913.83","£1,331,726.71","£484,764.13","£6,905,498.19","£2,174,529.68",£0.00,"£2,174,529.68","£9,080,027.87",,
2024,July,Great Britain - China Centre,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,1,1,4,4,3,1.93,1,1,0,0,9,7.93,0,0,1,1,0,0,1,1,0,10,8.93,"£34,084.66",£0.00,£0.00,£0.00,"£2,551.91","£3,593.10","£40,229.67","£4,595.16",£0.00,"£4,595.16","£44,824.83",,
2024,July,Marshall Aid Commemoration Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,0,0,£0.00,£0.00,,
2024,July,Westminster Foundation for Democracy,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,9,9,26,26,26,26,2,2,0,0,63,63,2,2,0,0,0,0,2,2,0,65,65,"£254,031.98",£0.00,£0.00,£0.00,"£68,074.21","£27,505.35","£349,611.54","£19,954.00",£0.00,"£19,954.00","£369,565.54",,
2024,July,FCDO Services,Executive Agency,"Foreign, Commonwealth & Development Office",135,133.29,222,218.57,518,506.44,241,218.44,8,8,66,66,"1,190",1150.74,59,59,162,159.09,0,0,221,218.09,0,"1,411","1,368.83","£3,960,414.50","£666,887.09","£2,350.00","£624,483.82","£1,153,483.71","£503,915.89","£6,911,535.01","£3,130,313.36",£0.00,"£3,130,313.36","£10,041,848.37",,
2024,July,Independent Commission for Aid Impact,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,10,6,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,
2024,July,Commonwealth Scholarship Commission,Executive Non-Departmental Public Body,"Foreign, Commonwealth & Development Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,
