Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
Cabinet Office,Ministerial Department,Cabinet Office,241,228.17,506,492.89,928,906.56,1475,1448.62,349,341.16,1702,1692.80,"5,201","5,110",2,2.00,94,90.20,136,135.00,0,0.00,232,227.2,"5,433","5,337","£18,307,211.64","£634,711.58","£58,200.09","£199,531.82","£3,883,645.87","£2,143,200.28","£25,226,501.28","£6,013,131.00",£0.00,"£6,013,131.00","£31,239,632.28"
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,1,0.56,5,5.00,5,4.80,5,4.80,0,0.00,1,1.00,17,16,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17,16,"£56,724.87",£166.67,£0.00,£0.00,"£12,442.33","£6,204.11","£75,537.98",£0.00,£0.00,£0.00,"£75,537.98"
Crown Commercial Services,Executive Agency,Cabinet Office,31,29.50,95,88.65,301,287.12,199,187.58,25,22.00,0,0.00,651,615,38,38.00,0,0.00,0,0.00,0,0.00,38,38,689,653,"£2,147,185.56","£37,265.67",£0.00,£0.00,"£423,079.97","£236,824.26","£2,844,355.46","£441,056.11","£84,312.74","£525,368.85","£3,369,724.31"
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,68,64.00,425,389.00,247,232.00,69,68.00,17,17.00,0,0.00,826,770,35,35.00,0,0.00,5,4.00,0,0.00,40,39,866,809,"£2,007,547.77","£20,754.52",£0.00,"£7,999.82","£410,773.37","£198,484.91","£2,645,560.39","£129,841.15",£0.00,"£129,841.15","£2,775,401.54"
