Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Cabinet Office,Ministerial Department,Cabinet Office,158,153.18,371,360.06,514,504.20,763,747.70,241,233.91,140,137.97,"2,187","2,137",6,6,192,192,9,9,8,7.6,215,214.6,"2,402","2,352","£7,561,207.45","£394,941.99","£52,365.00","£50,159.93","£1,718,973.89","£751,145.36","£10,528,793.62","£227,334.00","£626,551.00","£853,885.00","£11,382,678.62",
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,7,7.00,3,2.80,5,5.00,1,1.00,0,0.00,18,17,0,0,0,0,0,0,0,0,0,0,18,17,"£49,030.35",£401.15,£0.00,£67.64,"£10,599.05","£4,127.74","£64,225.93",£0.00,£0.00,£0.00,"£64,225.93",
Crown Commercial Services,Executive Agency,Cabinet Office,42,40.74,123,120.29,323,316.80,180,178.18,54,53.73,0,0.00,722,710,4,4,50,50,0,0,0,0,54,54,776,764,"£2,507,980.28","£4,337.38",£0.00,£244.79,"£519,224.68","£231,154.50","£3,262,941.63","£460,222.58","£576,073.90","£1,036,296.48","£4,299,238.11",
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,98,92.00,468,433.00,244,229.00,66,64.00,15,15.00,0,0.00,891,833,45,45,0,0,5,1.5,0,0,50,46.5,941,880,"£1,932,130.82","£28,511.15",£0.00,"£5,076.52","£389,644.21","£139,224.63","£2,494,587.33","£126,032.16",£0.00,"£126,032.16","£2,620,619.49",
