Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff; AO/AA; Headcount,Payroll staff; AO/AA; Full-time equivalent,Payroll staff; EO; Headcount,Payroll staff; EO; Full-time equivalent,Payroll staff; SEO/HEO; Headcount,Payroll staff; SEO/HEO; Full-time equivalent,Payroll staff; Grade 6/7; Headcount,Payroll staff; Grade 6/7; Full-time equivalent,Payroll staff; SCS; Headcount,Payroll staff; SCS; Full-time equivalent,"Payroll staff; Other, unknown, unspecified; Headcount","Payroll staff; Other, unknown, unspecified; Full-time equivalent",Payroll staff; Total employees; Headcount,Payroll staff; Total employees; Full-time equivalent,Non-payroll staff; Agency staff; Headcount,Non-payroll staff; Agency staff; Full-time equivalent,Non-payroll staff; Interim Managers; Headcount,Non-payroll staff; Interim Managers; Full-time equivalent,Non-payroll staff; Other contingent labour; Headcount,Non-payroll staff; Other contingent labour; Full-time equivalent,Non-payroll staff; Total; Headcount,Non-payroll staff; Total; Full-time equivalent,Non-payroll staff; Consultancy; Number of Contracts,Grand Total (workforce numbers); Headcount,Grand Total (workforce numbers); Full-time equivalent,Payroll staff costs; Salary,Payroll staff costs; Allowances,Payroll staff costs; Non-consolidated performance payments,Payroll staff costs; Overtime,Payroll staff costs; Employer pension contributions,Payroll staff costs; Employer national insurance contributions,Payroll staff costs; Total paybill,Non-Payroll staff costs; Contingent labour,Non-Payroll staff costs; Consultancy,Non-Payroll staff costs; Total staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs
2023,August,"Department for Levelling Up, Housing and Communities",Ministerial Department,"Department for Levelling Up, Housing and Communities",54,52.5,241,234.05,1312,1278.79,1530,1489.13,174,167.08,23,23,"3,334","3,244.60",0,0,0,0,86,84.6,86,84.6,130,"3,550","3,459.20","£11,293,644.78","£360,010.20","£110,606.00","£39,927.82","£3,566,441.04","£1,475,867.94","£16,846,497.78","£617,926.00","£1,079,580.00","£1,697,506.00","£18,544,003.78"
2023,August,Planning Inspectorate,Executive Agency,"Department for Levelling Up, Housing and Communities",142,127.8,95,90,169,158.9,507,457,7,6.8,0,0,920,840.5,18,18,0,0,74,29.9,92,47.9,0,"1,012",888.4,"£3,177,583.64","£47,792.30",£0.00,"£5,894.78","£884,512.04","£349,853.13","£4,465,635.89","£221,312.30",£0.00,"£221,312.30","£4,686,948.19"
2023,August,Queen Elizabeth II Conference Centre,Executive Agency,"Department for Levelling Up, Housing and Communities",3,3,14,13.8,27,26.8,4,4,1,1,0,0,49,48.6,4,4,0,0,0,0,4,4,0,53,52.6,"£181,897.43",£547.00,£0.00,"£10,865.91","£44,831.29","£21,655.72","£259,797.35","£13,777.50",£0.00,"£13,777.50","£273,574.85"
2023,August,Homes England,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",4,4,267,262.62,848,833.97,224,222.11,36,36,0,0,"1,379","1,358.70",79,78.8,66,65.2,0,0,145,144,0,"1,524","1,502.70","£6,074,950.22","£198,217.92","£274,831.87","£13,969.70","£1,634,270.57","£759,368.09","£8,955,608.37","£1,827,735.76",£0.00,"£1,827,735.76","£10,783,344.13"
2023,August,Housing Ombudsman Service,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",0,0,0,0,0,0,0,0,0,0,375,324.58,375,324.6,5,4.8,0,0,0,0,5,4.8,0,380,329.4,"£1,184,107.34","£4,802.00","£3,430.00","£16,763.00","£266,495.61","£132,717.45","£1,608,315.40","£67,199.70",£0.00,"£67,199.70","£1,675,515.10"
2023,August,Leasehold Advisory Service,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",3,2.45,1,1,20,18.9,0,0,1,1,0,0,25,23.4,0,0,0,0,0,0,0,0,0,25,23.4,"£81,216.00",0,0,0,"£9,155.45","£8,617.45","£98,988.90",£0.00,0,£0.00,"£98,988.90"
2023,August,Valuation Tribunal Service,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",15,14.54,5,5,32,31.77,6,6,1,1,0,0,59,58.3,1,1,0,0,0,0,1,1,0,60,59.3,"£193,889.09",£996.15,"10,378",0,"£33,326.64","£22,452.39","£261,042.27","£11,969.49",0,"£11,969.49","£273,011.76"
2023,August,Regulator of Social Housing,Executive Non-Departmental Public Body,"Department for Levelling Up, Housing and Communities",12,11.91,72,70.26,68,67.2,64,62.89,8,8,0,0,224,220.3,0,0,0,0,0,0,0,0,0,224,220.3,"£1,035,531.47","£18,331.77",£500.00,£0.00,"£283,463.58","£121,282.07","£1,459,108.89",£0.00,£0.00,£0.00,"£1,459,108.89"
