Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)"
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,
2022,March ,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",174,158.03,644,622.51,3268,3162.65,2178,2101.05,196,190.24,31,31,"6,491","6,265",52,51.6,412,410,315,314,2,2,781,777.6,"7,272","7,043","£33,472,111.00","£81,289.00","£501,226.00","£41,852.00","£5,474,112.00","£2,314,309.00","£41,884,899.00","£6,873,233.21","£6,133,712.07","£13,006,945.28","£54,891,844.28",
2022,March ,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",912,854.22,827,786.86,927,884.18,221,214.5,4,4,0,0,"2,891","2,744",122,122,29,29,0,0,0,0,151,151,"3,042","2,895","£6,896,886.74","£128,495.34","£341,605.96","£499,275.33","£1,899,009.78","£787,988.76","£10,553,261.91","£974,426.36",£0.00,"£974,426.36","£11,527,688.27",
2022,March ,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",49,44.56,148,137.58,333,317.54,117,110.78,4,4,0,0,651,614,0,0,0,0,0,0,0,0,0,0,651,614,"£1,765,749.00","£11,954.00",£0.00,"£58,048.00","£477,053.00","£192,636.00","£2,505,440.00",£0.00,£0.00,£0.00,"£2,505,440.00",
2022,March ,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1367,1248.14,612,560.59,486,453.93,103,99.16,7,6.46,0,0,"2,575","2,368",57,54.83,0,0,4,4,0,0,61,58.83,"2,636","2,427","£5,108,726.18","£3,940.65","£8,650.00","£87,576.27","£1,351,983.20","£457,523.59","£7,018,399.89","£245,545.56",£0.00,"£245,545.56","£7,263,945.45",
2022,March ,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",29,27.56,23,22.58,60,58.93,59,58.36,1,1,0,0,172,168,13,12.4,0,0,0,0,0,0,13,12.4,185,181,"£556,205.33","£17,246.00",£0.00,£357.94,"£155,957.35","£63,799.81","£793,566.43","£81,615.00",£0.00,"£81,615.00","£875,181.43",
2022,March ,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,0,0,0,0,0,0,0,0,404,386.82,404,387,2,2,0,0,0,0,0,0,2,2,406,389,"£1,284,911.86","£69,191.50",£0.00,£0.00,"£123,398.55","£149,701.68","£1,627,203.59","£6,017.00",£0.00,"£6,017.00","£1,633,220.59",AHDB is funded through a levy paid by farmers and others in the agricultural supply chain. No funding towards staffing or other running costs is received from the government. 
2022,March ,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",8,7.18,28,26.68,25,23.99,11,10.81,5,4.81,0,0,77,73,4,4,0,0,0,0,0,0,4,4,81,77,"£213,991.64","£2,197.87",£0.00,£420.58,"£56,701.05","£22,058.20","£295,369.34","£13,330.98",£0.00,"£13,330.98","£308,700.32",
2022,March ,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",1539,1444.92,2622,2477.45,3455,3259.06,2445,2323.4,98,97.29,790,775.69,"10,949","10,378",250,240.17,47,44.81,7,5.95,294,255.26,598,546.19,"11,547","10,924","£30,356,465.96","£290,064.76","£1,690.00","£1,442,077.85","£4,520,633.34","£3,247,684.00","£39,858,615.91","£639,410.46","£7,326,406.51","£7,965,816.97","£47,824,432.88",
2022,March ,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",9,9,33,32.6,184,175.89,34,32.89,2,2,6,0.89,268,253,0,0,0,0,17,17,3,3,20,20,288,273,"£680,753.56","£17,014.66",£0.00,"£4,403.15","£188,340.09","£69,760.87","£960,272.33","£206,692.00","£33,570.00","£240,262.00","£1,200,534.33",
2022,March ,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",27,22.4,129,125.3,179,174.5,67,66.7,8,6.2,13,12.6,423,408,33,31.9,8,7.5,12,12,0,0,53,51.4,476,459,"£1,397,975.97","£31,299.00","£1,500.00","£25,735.02","£298,811.98","£131,642.56","£1,886,964.53","£506,251.68",£0.00,"£506,251.68","£2,393,216.21",
2022,March ,National Forest Company,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",1,1,4,3.31,22,21.5,5,5,1,1,0,0,33,32,0,0,0,0,0,0,0,0,0,0,33,32,"£94,038.00",£0.00,£0.00,£0.00,"£25,251.00","£9,525.00","£128,814.00",£0.00,£0.00,£0.00,"£128,814.00",
2022,March ,Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",145,132.61,398,373.98,1887,1761.77,238,227.38,21,20.4,11,10.65,"2,700","2,527",54,54,0,0,0,0,0,0,54,54,"2,754","2,581","£6,498,950.40","£53,900.84","£10,100.00","£20,973.80","£1,756,811.31","£633,695.03","£8,974,431.38","£145,000.00",£0.00,"£145,000.00","£9,119,431.38",
2022,March ,"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",284,202.94,217,163.01,273,260.07,86,83.98,10,10,61,60.28,931,780,0,0,2,2,15,15,1,1,18,18,949,798,"£2,270,975.51","£12,714.78",£0.00,"£33,436.06","£472,102.21","£221,374.41","£3,010,602.97","£485,598.95","£42,527.93","£528,126.88","£3,538,729.85",
2022,March ,Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",29,28.66,31,30.7,16,16,4,4,1,1,0,0,81,80,1,1,0,0,0,0,0,0,1,1,82,81,"£273,909.39","£4,891.24",£0.00,£0.00,"£38,238.32","£27,709.96","£344,748.91","£10,450.00",£0.00,"£10,450.00","£355,198.91",
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,£0.00,,,£0.00,£0.00,
